Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2017,56286,"Frontier Utilities, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,"2,098.20","16,441","2,231",0,0,0,0,0,0,0,0,0,"2,098.20","16,441","2,231"
2017,56286,"Frontier Utilities, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,337.2,"2,766",398,30,297,2,0,0,0,0,0,0,367.2,"3,063",400
2017,56286,"Frontier Utilities, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,608.5,"7,112","1,150",0,0,0,0,0,0,0,0,0,608.5,"7,112","1,150"
2017,56286,"Frontier Utilities, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,"18,038.70","200,579","17,007",40.5,358,4,0,0,0,0,0,0,"18,079.20","200,937","17,011"
2017,56286,"Frontier Utilities, Inc.",D,Bundled,O,TX,Retail Power Marketer,ERCO,"65,239.30","581,636","46,757","19,964.30","237,765","4,703",0,0,0,0,0,0,"85,203.60","819,401","51,460"
2017,56292,"Bounce Energy, Inc.",D,Bundled,O,TX,Retail Power Marketer,ERCO,"102,072.60","1,050,502","73,878","3,758.60","29,067","1,520",0,0,0,0,0,0,"105,831.20","1,079,569","75,398"
2017,56360,Discount Power - (TX),D,Bundled,O,TX,Retail Power Marketer,ERCO,"75,394.60","1,257,021","75,511","13,568.70","326,715","4,588",0,0,0,0,0,0,"88,963.30","1,583,736","80,099"
2017,56379,"MC Squared Energy Services, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"17,559.00","260,750","23,932","40,804.00","596,770","3,803","4,762.00","76,332",81,0,0,0,"63,125.00","933,852","27,816"
2017,56408,"UGI Energy Services, Inc.",B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,329.4,"4,716",22,0,0,0,0,0,0,329.4,"4,716",22
2017,56408,"UGI Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,"1,537.60","26,287",40,0,0,0,0,0,0,"1,537.60","26,287",40
2017,56408,"UGI Energy Services, Inc.",B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,"2,564.00","37,627",300,0,0,0,0,0,0,"2,564.00","37,627",300
2017,56408,"UGI Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,"3,117.70","37,553",184,0,0,0,0,0,0,"3,117.70","37,553",184
2017,56408,"UGI Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0.2,7,1,711.4,"18,067",77,0,0,0,0,0,0,711.6,"18,074",78
2017,56408,"UGI Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,418,"5,824",480,"36,264.30","546,676","2,882",.,.,.,.,.,.,"36,682.30","552,500","3,362"
2017,56441,Our Energy LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,"11,180.00","129,707","8,597","20,734.00","278,297","3,165",0,0,0,0,0,0,"31,914.00","408,004","11,762"
2017,56496,"UP Power Marketing, LLC",B,Energy,O,MI,Retail Power Marketer,MISO,0,0,0,521.9,"6,631",4,"2,799.10","33,871",5,0,0,0,"3,321.00","40,502",9
2017,56501,"Palmco Power NJ, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,"3,404.00","21,860","4,347",90,530,30,0,0,0,0,0,0,"3,494.00","22,390","4,377"
2017,56504,Major Energy Electric Services,B,Energy,O,CT,Retail Power Marketer,ISNE,132,988,198,"1,643.00","20,577",14,0,0,0,0,0,0,"1,775.00","21,565",212
2017,56504,Major Energy Electric Services,B,Energy,O,DC,Retail Power Marketer,PJM,"1,493.00","13,654","1,923",0,0,0,0,0,0,0,0,0,"1,493.00","13,654","1,923"
2017,56504,Major Energy Electric Services,B,Energy,O,IL,Retail Power Marketer,PJM,"1,315.00","13,215","1,957",728,"7,074","1,195",0,0,0,0,0,0,"2,043.00","20,289","3,152"
2017,56504,Major Energy Electric Services,B,Energy,O,MA,Retail Power Marketer,ISNE,"13,822.00","100,068","18,349","6,335.00","61,942","1,152",0,0,0,0,0,0,"20,157.00","162,010","19,501"
2017,56504,Major Energy Electric Services,B,Energy,O,MD,Retail Power Marketer,PJM,"5,724.00","45,533","6,535",709,"8,502",58,0,0,0,0,0,0,"6,433.00","54,035","6,593"
2017,56504,Major Energy Electric Services,B,Energy,O,NY,Retail Power Marketer,NYIS,"27,864.00","294,143","33,868","27,888.00","343,060","4,970",0,0,0,0,0,0,"55,752.00","637,203","38,838"
2017,56521,"Devonshire Energy, LLC",B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,686,"11,916",1,0,0,0,0,0,0,686,"11,916",1
2017,56521,"Devonshire Energy, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,"4,739.00","77,194",1,0,0,0,0,0,0,"4,739.00","77,194",1
2017,56521,"Devonshire Energy, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,0,0,0,"2,872.00","46,780",1,0,0,0,0,0,0,"2,872.00","46,780",1
2017,56521,"Devonshire Energy, LLC",B,Energy,O,RI,Retail Power Marketer,ISNE,0,0,0,"1,280.00","20,855",1,0,0,0,0,0,0,"1,280.00","20,855",1
2017,56522,"Backyard Farms Energy, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,"4,192.00","67,698",1,0,0,0,"4,192.00","67,698",1
2017,56571,AP Holdings LLC,B,Energy,O,MD,Retail Power Marketer,PJM,213,"5,038",391,608,"15,056",120,0,0,0,0,0,0,821,"20,094",511
2017,56571,AP Holdings LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,421,"8,799",958,"1,092.00","25,672",206,0,0,0,0,0,0,"1,513.00","34,471","1,164"
2017,56571,AP Holdings LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,555,"5,577",984,"22,723.00","81,336","1,193",0,0,0,0,0,0,"23,278.00","86,913","2,177"
2017,56571,AP Holdings LLC,B,Energy,O,OH,Retail Power Marketer,PJM,"3,220.00","80,481","6,242","3,675.00","91,911",304,0,0,0,0,0,0,"6,895.00","172,392","6,546"
2017,56571,AP Holdings LLC,B,Energy,O,PA,Retail Power Marketer,PJM,"4,349.00","108,961","7,721","4,148.00","87,707",936,0,0,0,0,0,0,"8,497.00","196,668","8,657"
2017,56571,AP Holdings LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,"17,770.00","189,783","4,531","46,349.00","923,345","7,450",0,0,0,0,0,0,"64,119.00","1,113,128","11,981"
2017,56573,"Palmco Power PA, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,"4,515.40","40,714","5,991",142.5,"1,290",62,.,.,.,.,.,.,"4,657.90","42,004","6,053"
2017,56620,NextEra Retail of Texas LP,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,"16,121.70","208,837",470,0,0,0,0,0,0,"16,121.70","208,837",470
2017,56692,Marin Clean Energy,B,Energy,O,CA,Community Choice Aggregator,CISO,"120,367.00","1,755,077","231,733","85,828.00","1,065,944","19,896",0,0,0,0,0,0,"206,195.00","2,821,021","251,629"
2017,56697,Ameren Illinois Company,A,Bundled,O,IL,Investor Owned,MISO,"472,386.60","4,540,928","433,310","251,999.70","2,854,128","64,162","33,994.10","698,728",317,0,0,0,"758,380.40","8,093,784","497,789"
2017,56697,Ameren Illinois Company,C,Delivery,O,IL,Investor Owned,MISO,"397,728.80","6,444,531","625,990","310,258.40","10,024,873","96,671","78,781.30","10,660,040",674,481,"18,238",1,"787,249.50","27,147,682","723,336"
2017,56734,Smart Prepaid Electric,D,Bundled,O,TX,Retail Power Marketer,ERCO,"1,984.70","17,270","1,464",0,0,0,0,0,0,0,0,0,"1,984.70","17,270","1,464"
2017,56737,"Stream Energy Pennsylvania, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,"70,532.30","826,672","77,403","9,360.40","118,484","2,991",0,0,0,0,0,0,"79,892.70","945,156","80,394"
2017,56738,Infinite Electric LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,"31,570.20","575,633","26,009","6,453.40","71,395","2,365",0,0,0,0,0,0,"38,023.60","647,028","28,374"
2017,56775,Entrust Energy,B,Energy,O,IL,Retail Power Marketer,PJM,883.1,"10,735","1,221","3,826.10","58,838",504,0,0,0,0,0,0,"4,709.20","69,573","1,725"
2017,56775,Entrust Energy,B,Energy,O,MD,Retail Power Marketer,PJM,0.5,6,2,"1,937.40","25,099",246,0,0,0,0,0,0,"1,937.90","25,105",248
2017,56775,Entrust Energy,B,Energy,O,NJ,Retail Power Marketer,PJM,14.6,147,41,"4,937.60","61,813",728,0,0,0,0,0,0,"4,952.20","61,960",769
2017,56775,Entrust Energy,B,Energy,O,NY,Retail Power Marketer,NYIS,469.1,"4,139",611,"15,862.90","197,800","1,917",0,0,0,0,0,0,"16,332.00","201,939","2,528"
2017,56775,Entrust Energy,B,Energy,O,OH,Retail Power Marketer,PJM,881.2,"10,923","1,273","2,333.70","39,826",640,0,0,0,0,0,0,"3,214.90","50,749","1,913"
2017,56775,Entrust Energy,B,Energy,O,PA,Retail Power Marketer,PJM,58.2,693,66,"10,843.20","154,468","2,295",0,0,0,0,0,0,"10,901.40","155,161","2,361"
2017,56775,Entrust Energy,D,Bundled,O,TX,Retail Power Marketer,ERCO,"100,859.30","868,093","63,636","49,116.90","507,385","9,072",0,0,0,0,0,0,"149,976.20","1,375,478","72,708"
2017,56793,"Palmco Power CT, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,438.4,"3,851",826,55.3,391,17,0,0,0,0,0,0,493.7,"4,242",843
2017,56810,American Light and Power,D,Bundled,O,TX,Retail Power Marketer,ERCO,"4,658.70","54,162","5,484","10,901.70","134,037","2,277",0,0,0,0,0,0,"15,560.40","188,199","7,761"
2017,56876,"Stream Energy Maryland, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,"11,288.30","106,590","8,883","1,556.70","16,565",401,.,.,.,.,.,.,"12,845.00","123,155","9,284"
2017,56961,Veteran Energy LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,"13,441.30","328,127","10,277","1,522.70","16,008",412,0,0,0,0,0,0,"14,964.00","344,135","10,689"
2017,56982,PBF Power Marketing LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,0,0,0,"1,095.00","35,430",1,0,0,0,"1,095.00","35,430",1
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,CT,Retail Power Marketer,ISNE,"7,744.10","60,067","7,337","3,029.40","23,820","1,110","2,859.10","40,367",9,0,0,0,"13,632.60","124,254","8,456"
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,DC,Retail Power Marketer,PJM,229.6,"2,052",251,0,0,0,6.4,69,1,0,0,0,236,"2,121",252
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,DE,Retail Power Marketer,PJM,275,"2,762",275,0,0,0,"1,123.70","17,111",3,0,0,0,"1,398.70","19,873",278
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,IL,Retail Power Marketer,PJM,"41,393.90","445,458","59,700","1,005.60","9,540",204,"1,390.60","32,644",2,0,0,0,"43,790.10","487,642","59,906"
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,MA,Retail Power Marketer,ISNE,"47,476.00","327,715","48,282","6,526.20","42,513","1,740","6,310.80","72,116",8,0,0,0,"60,313.00","442,344","50,030"
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,MD,Retail Power Marketer,PJM,"26,586.00","238,766","20,184","1,885.70","15,853",310,"10,368.10","150,284",61,0,0,0,"38,839.80","404,903","20,555"
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,"13,662.10","128,287","13,496",814.7,"8,484",250,"12,238.90","147,322",15,0,0,0,"26,715.70","284,093","13,761"
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,NY,Retail Power Marketer,NYIS,"4,591.30","56,348","7,334",0.9,14,1,"1,587.60","25,060",4,0,0,0,"6,179.80","81,422","7,339"
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,OH,Retail Power Marketer,PJM,"11,456.50","128,981","12,021",123.8,"1,234",43,"3,490.50","83,282",5,0,0,0,"15,070.80","213,497","12,069"
2017,57037,Reliant Energy Northeast LLC,B,Energy,O,PA,Retail Power Marketer,PJM,"159,009.40","1,769,956","182,116","10,696.10","134,327","4,689","17,622.00","266,168",45,0,0,0,"187,327.50","2,170,451","186,850"
2017,57038,"Amerigreen Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,410,"13,078",1,0,0,0,0,0,0,410,"13,078",1
2017,57040,PNE Energy Supply LLC,B,Energy,O,NH,Retail Power Marketer,ISNE,394.8,"4,268","1,129",237.6,"2,992",168,200.6,"2,109",4,0,0,0,833,"9,369","1,301"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,CT,Retail Power Marketer,ISNE,"10,314.80","134,134","13,411","2,006.80","25,286",436,.,.,.,.,.,.,"12,321.60","159,420","13,847"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,DC,Retail Power Marketer,PJM,5.2,55,5,78,"1,084",1,.,.,.,.,.,.,83.2,"1,139",6
2017,57067,"ENGIE Retail, LLC",B,Energy,O,DE,Retail Power Marketer,PJM,116.8,"1,417",159,73.5,992,9,.,.,.,.,.,.,190.3,"2,409",168
2017,57067,"ENGIE Retail, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,"3,741.90","48,481","9,510",994.7,"14,225",211,.,.,.,.,.,.,"4,736.60","62,706","9,721"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,MA,Retail Power Marketer,ISNE,"12,388.90","116,307","12,532","6,085.10","62,125","1,213",.,.,.,.,.,.,"18,474.00","178,432","13,745"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,"2,371.50","29,931","2,840","2,337.30","31,442",494,.,.,.,.,.,.,"4,708.80","61,373","3,334"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,ME,Retail Power Marketer,ISNE,"2,066.90","31,376","4,037",604.9,"9,105",65,.,.,.,.,.,.,"2,671.80","40,481","4,102"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,NH,Retail Power Marketer,ISNE,750.7,"8,352","1,290",48,565,14,.,.,.,.,.,.,798.7,"8,917","1,304"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,709,"6,874","1,184",136.9,"1,545",18,.,.,.,.,.,.,845.9,"8,419","1,202"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,"1,047.70","13,975","2,082","4,525.70","56,613",763,.,.,.,.,.,.,"5,573.40","70,588","2,845"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,"6,305.50","102,819","15,666",475.2,"8,189",138,.,.,.,.,.,.,"6,780.70","111,008","15,804"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,"27,017.00","350,329","35,172","11,678.90","161,221","2,897",.,.,.,.,.,.,"38,695.90","511,550","38,069"
2017,57067,"ENGIE Retail, LLC",B,Energy,O,RI,Retail Power Marketer,ISNE,"1,071.60","13,237","2,295",8.4,99,1,.,.,.,.,.,.,"1,080.00","13,336","2,296"
2017,57067,"ENGIE Retail, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,"1,214.60","28,233","1,617","6,487.30","57,591",963,.,.,.,.,.,.,"7,701.90","85,824","2,580"
2017,57074,"Stream Energy New Jersey, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,"17,013.80","152,834","16,453","4,338.20","42,955","1,061",0,0,0,0,0,0,"21,352.00","195,789","17,514"
2017,57132,"US Retailers, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,"316,519.10","3,332,344","191,795","197,919.60","2,422,216","33,616",0,0,0,0,0,0,"514,438.70","5,754,560","225,411"
2017,57185,"Palmco Power MD, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,"4,114.80","32,153","5,006",4.2,31,2,0,0,0,0,0,0,"4,119.00","32,184","5,008"
2017,57307,"Plymouth Rock Energy, LLC",B,Energy,O,IL,Retail Power Marketer,PJM,765.9,"8,349","1,701","4,636.30","83,042",761,0,0,0,0,0,0,"5,402.20","91,391","2,462"
2017,57307,"Plymouth Rock Energy, LLC",B,Energy,O,MD,Retail Power Marketer,PJM,435.8,"3,908",732,"1,288.40","14,600",526,0,0,0,0,0,0,"1,724.20","18,508","1,258"
2017,57307,"Plymouth Rock Energy, LLC",B,Energy,O,NJ,Retail Power Marketer,PJM,"1,671.10","12,700","2,886","13,154.30","152,381","1,353",0,0,0,0,0,0,"14,825.40","165,081","4,239"
2017,57307,"Plymouth Rock Energy, LLC",B,Energy,O,NY,Retail Power Marketer,NYIS,"2,802.50","26,415","7,380","68,120.10","851,735","5,904",0,0,0,0,0,0,"70,922.60","878,150","13,284"
2017,57307,"Plymouth Rock Energy, LLC",B,Energy,O,OH,Retail Power Marketer,PJM,457.2,"5,004","1,087","1,316.70","15,647",694,0,0,0,0,0,0,"1,773.90","20,651","1,781"
2017,57307,"Plymouth Rock Energy, LLC",B,Energy,O,PA,Retail Power Marketer,PJM,745.7,"6,863","1,410","5,648.00","84,299",846,0,0,0,0,0,0,"6,393.70","91,162","2,256"
2017,57313,SolarCity Corporation,A,Bundled,O,AZ,Behind the Meter,AZPS,"31,047.30","260,370","22,226","3,387.10","47,122",77,0,0,0,0,0,0,"34,434.40","307,492","22,303"
2017,57313,SolarCity Corporation,A,Bundled,O,AZ,Behind the Meter,SRP,"8,901.60","90,205","6,797","2,174.00","28,571",47,0,0,0,0,0,0,"11,075.60","118,776","6,844"
2017,57313,SolarCity Corporation,A,Bundled,O,AZ,Behind the Meter,TEPC,"10,127.10","95,339","8,022","1,319.20","12,845",416,0,0,0,0,0,0,"11,446.30","108,184","8,438"
2017,57313,SolarCity Corporation,A,Bundled,O,AZ,Behind the Meter,WALC,200.4,"1,873",158,0,0,0,0,0,0,0,0,0,200.4,"1,873",158
2017,57313,SolarCity Corporation,A,Bundled,O,CA,Behind the Meter,CISO,"145,512.80","846,761","113,193","27,550.20","227,149","3,063",0,0,0,0,0,0,"173,063.00","1,073,910","116,256"
2017,57313,SolarCity Corporation,A,Bundled,O,CA,Behind the Meter,IID,"1,930.20","15,949","1,338",108.3,"1,127",2,0,0,0,0,0,0,"2,038.50","17,076","1,340"
2017,57313,SolarCity Corporation,A,Bundled,O,CA,Behind the Meter,LDWP,"7,721.80","55,635","8,322",135.6,"1,126",71,0,0,0,0,0,0,"7,857.40","56,761","8,393"
2017,57313,SolarCity Corporation,A,Bundled,O,CA,Behind the Meter,PACW,0,0,0,92.6,976,2,0,0,0,0,0,0,92.6,976,2
2017,57313,SolarCity Corporation,A,Bundled,O,CA,Behind the Meter,BANC,"6,665.40","57,802","7,818","1,087.80","11,451",20,0,0,0,0,0,0,"7,753.20","69,253","7,838"
2017,57313,SolarCity Corporation,A,Bundled,O,CA,Behind the Meter,TIDC,489.1,"3,403",406,114.6,"1,202",2,0,0,0,0,0,0,603.7,"4,605",408
2017,57313,SolarCity Corporation,A,Bundled,O,CA,Behind the Meter,WALC,3.1,18,1,0,0,0,0,0,0,0,0,0,3.1,18,1
2017,57313,SolarCity Corporation,A,Bundled,O,CO,Behind the Meter,PSCO,"9,064.60","89,433","12,162",888.8,"12,232",62,0,0,0,0,0,0,"9,953.40","101,665","12,224"
2017,57313,SolarCity Corporation,A,Bundled,O,CO,Behind the Meter,WACM,11.3,133,17,827.5,"8,670",907,0,0,0,0,0,0,838.8,"8,803",924
2017,57313,SolarCity Corporation,A,Bundled,O,CT,Behind the Meter,ISNE,"7,680.30","53,568","7,824","1,278.10","14,312",838,0,0,0,0,0,0,"8,958.40","67,880","8,662"
2017,57313,SolarCity Corporation,A,Bundled,O,DC,Behind the Meter,PJM,235,"2,216",477,0,0,0,0,0,0,0,0,0,235,"2,216",477
2017,57313,SolarCity Corporation,A,Bundled,O,DE,Behind the Meter,PJM,"3,411.10","26,594","2,706",34.2,611,1,0,0,0,0,0,0,"3,445.30","27,205","2,707"
2017,57313,SolarCity Corporation,A,Bundled,O,FL,Behind the Meter,FPL,1.3,19,3,0,0,0,0,0,0,0,0,.,1.3,19,3
2017,57313,SolarCity Corporation,A,Bundled,O,FL,Behind the Meter,FPC,257.2,"3,381",383,0,0,0,0,0,0,0,0,0,257.2,"3,381",383
2017,57313,SolarCity Corporation,A,Bundled,O,FL,Behind the Meter,FMPP,1.1,22,3,0,0,0,0,0,0,0,0,0,1.1,22,3
2017,57313,SolarCity Corporation,A,Bundled,O,FL,Behind the Meter,SOCO,0,0,0,148.3,"1,336",135,0,0,0,0,0,0,148.3,"1,336",135
2017,57313,SolarCity Corporation,A,Bundled,O,FL,Behind the Meter,SEC,23.2,309,102,0,0,0,0,0,0,0,0,0,23.2,309,102
2017,57313,SolarCity Corporation,A,Bundled,O,HI,Behind the Meter,NA,"3,295.70","19,380","1,878","3,755.30","37,939","1,935",0,0,0,0,0,0,"7,051.00","57,319","3,813"
2017,57313,SolarCity Corporation,A,Bundled,O,HI,Behind the Meter,HECO,614.6,"3,983",456,63.3,350,4,0,0,0,0,0,0,677.9,"4,333",460
2017,57313,SolarCity Corporation,A,Bundled,O,MA,Behind the Meter,ISNE,"16,641.00","121,222","18,505",178.5,"2,775",16,0,0,0,0,0,0,"16,819.50","123,997","18,521"
2017,57313,SolarCity Corporation,A,Bundled,O,MD,Behind the Meter,PJM,"26,232.20","214,756","23,734","1,299.80","20,824",117,0,0,0,0,0,0,"27,532.00","235,580","23,851"
2017,57313,SolarCity Corporation,A,Bundled,O,ME,Behind the Meter,ISNE,0,0,0,146,"1,243",4,0,0,0,0,0,0,146,"1,243",4
2017,57313,SolarCity Corporation,A,Bundled,O,NH,Behind the Meter,ISNE,"1,280.00","8,579","1,165",0,0,0,0,0,0,0,0,0,"1,280.00","8,579","1,165"
2017,57313,SolarCity Corporation,A,Bundled,O,NJ,Behind the Meter,NYIS,106.8,710,104,0,0,0,0,0,0,0,0,0,106.8,710,104
2017,57313,SolarCity Corporation,A,Bundled,O,NJ,Behind the Meter,PJM,"10,376.70","70,943","9,212",344.7,"4,659",66,0,0,0,0,0,0,"10,721.40","75,602","9,278"
2017,57313,SolarCity Corporation,A,Bundled,O,NM,Behind the Meter,EPE,0.5,13,3,57.3,629,1,0,0,0,0,0,0,57.8,642,4
2017,57313,SolarCity Corporation,A,Bundled,O,NM,Behind the Meter,PNM,188.8,"1,528",175,725.9,"6,387",766,0,0,0,0,0,0,914.7,"7,915",941
2017,57313,SolarCity Corporation,A,Bundled,O,NV,Behind the Meter,NEVP,"11,953.00","111,329","11,094",181.7,"2,806",4,0,0,0,0,0,0,"12,134.70","114,135","11,098"
2017,57313,SolarCity Corporation,A,Bundled,O,NY,Behind the Meter,NYIS,"18,454.70","116,273","16,044",642,"7,613",63,0,0,0,0,0,0,"19,096.70","123,886","16,107"
2017,57313,SolarCity Corporation,A,Bundled,O,OH,Behind the Meter,PJM,0,0,0,715.7,"8,848",18,0,0,0,0,0,0,715.7,"8,848",18
2017,57313,SolarCity Corporation,A,Bundled,O,OR,Behind the Meter,BPAT,6,101,17,102.7,"1,159",2,0,0,0,0,0,0,108.7,"1,260",19
2017,57313,SolarCity Corporation,A,Bundled,O,OR,Behind the Meter,PACW,222.8,"3,085",474,264.3,"3,753",25,0,0,0,0,0,0,487.1,"6,838",499
2017,57313,SolarCity Corporation,A,Bundled,O,OR,Behind the Meter,PGE,"1,580.20","19,708","3,161",323.6,"3,752",18,0,0,0,0,0,0,"1,903.80","23,460","3,179"
2017,57313,SolarCity Corporation,A,Bundled,O,PA,Behind the Meter,PJM,"4,684.20","37,417","4,396",166.3,"2,245",8,0,0,0,0,0,0,"4,850.50","39,662","4,404"
2017,57313,SolarCity Corporation,A,Bundled,O,RI,Behind the Meter,ISNE,58.7,299,44,181.7,"1,970",180,0,0,0,0,0,0,240.4,"2,269",224
2017,57313,SolarCity Corporation,A,Bundled,O,TX,Behind the Meter,EPE,926.4,"9,104","1,060",91.8,"1,126",2,0,0,0,0,0,0,"1,018.20","10,230","1,062"
2017,57313,SolarCity Corporation,A,Bundled,O,TX,Behind the Meter,ERCO,"6,320.30","57,762","5,316","2,143.90","25,485","1,269",0,0,0,0,0,0,"8,464.20","83,247","6,585"
2017,57313,SolarCity Corporation,A,Bundled,O,UT,Behind the Meter,PACE,0,0,0,104.9,"1,617",2,0,0,0,0,0,0,104.9,"1,617",2
2017,57313,SolarCity Corporation,A,Bundled,O,VA,Behind the Meter,PJM,22.4,331,65,0,0,0,0,0,0,0,0,0,22.4,331,65
2017,57313,SolarCity Corporation,A,Bundled,O,VT,Behind the Meter,ISNE,"1,193.20","7,036","1,263",0,0,0,0,0,0,0,0,0,"1,193.20","7,036","1,263"
2017,57313,SolarCity Corporation,A,Bundled,O,WA,Behind the Meter,PSEI,75.8,601,99,0,0,0,0,0,0,0,0,0,75.8,601,99
2017,57350,Summer Energy LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,"22,865.00","229,148","17,103","81,817.00","1,033,464","17,979",0,0,0,0,0,0,"104,682.00","1,262,612","35,082"
2017,57394,4Change Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,"85,449.00","921,196","58,380",7,88,2,0,0,0,0,0,0,"85,456.00","921,284","58,382"
2017,57426,"Everything Energy, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,"1,819.50","16,647","3,216",477.4,"3,299",468,0,0,0,0,0,0,"2,296.90","19,946","3,684"
2017,57428,Source Power & Gas LLC,B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,"17,247.50","286,056",31,0,0,0,0,0,0,"17,247.50","286,056",31
2017,57428,Source Power & Gas LLC,B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,49.1,748,3,0,0,0,0,0,0,49.1,748,3
2017,57428,Source Power & Gas LLC,B,Energy,O,IL,Retail Power Marketer,PJM,11.5,169,17,"19,671.00","360,673",82,0,0,0,0,0,0,"19,682.50","360,842",99
2017,57428,Source Power & Gas LLC,B,Energy,O,MD,Retail Power Marketer,PJM,18.3,197,16,"66,879.30","705,797",88,0,0,0,0,0,0,"66,897.60","705,994",104
2017,57428,Source Power & Gas LLC,B,Energy,O,NJ,Retail Power Marketer,PJM,5.1,46,8,"24,860.60","322,402",140,0,0,0,0,0,0,"24,865.70","322,448",148
2017,57428,Source Power & Gas LLC,B,Energy,O,OH,Retail Power Marketer,PJM,53.5,664,53,"33,903.90","680,793",403,0,0,0,0,0,0,"33,957.40","681,457",456
2017,57428,Source Power & Gas LLC,B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,"43,321.70","705,864",533,0,0,0,0,0,0,"43,321.70","705,864",533
2017,57428,Source Power & Gas LLC,D,Bundled,O,TX,Retail Power Marketer,ERCO,"28,452.20","361,496","32,047","155,110.60","2,149,861","2,155",0,0,0,0,0,0,"183,562.80","2,511,357","34,202"
2017,57459,"Wolverine Alternative Investments, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,"5,288.10","64,638","4,683",174,"3,841",183,0,0,0,0,0,0,"5,462.10","68,479","4,866"
