Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA Code,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2019,14012,"Ohop Mutual Light Company, Inc",A,Bundled,O,WA,Cooperative,BPAT,"6,879.00","79,636","4,333",341,"4,287",126,6,44,12,.,.,.,"7,226.00","83,967","4,471"
2019,14015,Ohio Valley Electric Corp,A,Bundled,O,OH,Investor Owned,OVEC,.,.,.,.,.,.,"4,641.00","125,881",1,.,.,.,"4,641.00","125,881",1
2019,14022,Town of Oak City - (UT),A,Bundled,O,UT,Municipal,PACE,199.7,"2,766",266,13.4,291,10,4.1,53,2,.,.,.,217.2,"3,110",278
2019,14055,PUD No 1 of Okanogan County,A,Bundled,O,WA,Political Subdivision,DOPD,"24,493.90","300,095","17,346","20,472.60","286,877","3,901",843.6,"13,443",2,.,.,.,"45,810.10","600,415","21,249"
2019,14057,Okeene Public Works Authority,A,Bundled,O,OK,Municipal,SWPP,773,"5,949",540,335,"12,310",93,800,"11,237",3,.,.,.,"1,908.00","29,496",636
2019,14062,Oklahoma Electric Coop Inc,A,Bundled,O,OK,Cooperative,SWPP,"92,021.00","818,111","52,167","28,873.00","262,477","4,883","9,396.00","164,842",50,0,0,0,"130,290.00","1,245,430","57,100"
2019,14063,Oklahoma Gas & Electric Co,A,Bundled,O,AR,Investor Owned,SWPP,"61,307.30","738,753","56,263","58,371.50","819,049","10,930","50,963.60","1,009,078",406,0,0,0,"170,642.40","2,566,880","67,599"
2019,14063,Oklahoma Gas & Electric Co,A,Bundled,O,OK,Investor Owned,SWPP,"829,760.00","8,983,599","672,895","666,758.90","9,313,019","104,274","349,730.10","7,500,803","9,360",0,0,0,"1,846,249.00","25,797,421","786,529"
2019,14074,"Okanogan County Elec Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,"4,329.00","40,741","3,183","1,573.00","21,248",564,.,.,.,.,.,.,"5,902.00","61,989","3,747"
2019,14078,City of Okolona,A,Bundled,O,MS,Municipal,TVA,"6,843.00","61,358","4,160","3,814.00","31,175","1,121",0,0,0,0,0,0,"10,657.00","92,533","5,281"
2019,14103,City of Olive Hill - (KY),A,Bundled,O,KY,Municipal,PJM,"1,655.70","12,796","1,010","1,053.00","7,885",201,.,.,.,.,.,.,"2,708.70","20,681","1,211"
2019,14107,City of Olivia - (MN),A,Bundled,O,MN,Municipal,MISO,"1,019.20","11,167","1,049","1,138.20","11,293",197,518.5,"4,318",15,.,.,.,"2,675.90","26,778","1,261"
2019,14109,"Oregon Trail El Cons Coop, Inc",A,Bundled,O,OR,Cooperative,BPAT,"29,700.20","297,931","25,597","19,374.70","243,448","5,675","6,107.60","106,912",10,.,.,.,"55,182.50","648,291","31,282"
2019,14124,Borough of Olyphant - (PA),A,Bundled,O,PA,Municipal,PJM,"2,971.00","17,659","2,508",879,"5,221",174,14,88,1,.,.,.,"3,864.00","22,968","2,683"
2019,14127,Omaha Public Power District,A,Bundled,O,NE,Political Subdivision,SWPP,"424,333.00","3,755,011","337,517","330,509.00","3,745,668","46,837","217,071.00","3,419,124",147,0,0,0,"971,913.00","10,919,803","384,501"
2019,14132,City of Onawa - (IA),A,Bundled,O,IA,Municipal,MISO,"1,750.00","16,063","2,864",696,"6,215",361,730,"8,519",21,0,0,0,"3,176.00","30,797","3,246"
2019,14138,City of Onida - (SD),A,Bundled,O,SD,Municipal,SWPP,766,"5,473",496,147,"3,777",82,.,.,.,.,.,.,913,"9,250",578
2019,14146,City of Opelika - (AL),A,Bundled,O,AL,Municipal,SOCO,"17,181.00","143,404","11,018","23,640.00","225,276","2,134","6,370.00","71,232",13,.,.,.,"47,191.00","439,912","13,165"
2019,14151,City of Opp - (AL),A,Bundled,O,AL,Municipal,AEC,"2,965.00","34,540","2,655","1,138.00","11,022",409,"1,889.00","22,919",114,.,.,.,"5,992.00","68,481","3,178"
2019,14154,Orange & Rockland Utils Inc,A,Bundled,O,NY,Investor Owned,NYIS,"201,414.80","1,037,927","141,580","74,047.90","556,856","18,108","2,816.00","51,685",53,0,0,0,"278,278.70","1,646,468","159,741"
2019,14154,Orange & Rockland Utils Inc,C,Delivery,O,NY,Investor Owned,NYIS,"68,630.50","577,965","61,498","86,150.60","1,403,083","14,338","11,629.60","325,008",58,0,0,0,"166,410.70","2,306,056","75,894"
2019,14156,Ontonagon County R E A,A,Bundled,O,MI,Cooperative,MISO,"5,222.40","19,455","4,507",881,"3,428",357,115.6,"1,554",4,.,.,.,"6,219.00","24,437","4,868"
2019,14159,City of Orange City - (IA),A,Bundled,O,IA,Municipal,MISO,"2,285.00","23,954","1,958","1,040.00","10,868",304,"4,661.00","55,707",76,.,.,.,"7,986.00","90,529","2,338"
2019,14160,Orange County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"13,956.50","99,851","7,828","1,632.60","13,556",85,0,0,0,.,.,.,"15,589.10","113,407","7,913"
2019,14164,City of Orangeburg - (SC),A,Bundled,O,SC,Municipal,SCEG,"31,553.00","286,846","20,476","17,854.00","173,843","3,805","27,366.00","378,243",140,.,.,.,"76,773.00","838,932","24,421"
2019,14166,City of Orient - (IA),A,Bundled,O,IA,Municipal,MISO,218,"1,606",226,77,669,8,.,.,.,.,.,.,295,"2,275",234
2019,14170,Orcas Power & Light Coop,A,Bundled,O,WA,Cooperative,BPAT,"22,679.00","148,276","13,266","7,999.00","58,904","1,897",.,.,.,.,.,.,"30,678.00","207,180","15,163"
2019,14172,City of Ord - (NE),A,Bundled,O,NE,Municipal,SWPP,"1,525.00","17,153","1,127","1,769.00","18,104",320,.,.,.,.,.,.,"3,294.00","35,257","1,447"
2019,14175,"Tri-County Electric Coop, Inc (SC)",A,Bundled,O,SC,Cooperative,SC,"35,434.20","231,428","17,325","5,838.40","44,341",518,"2,659.30","30,204",242,.,.,.,"43,931.90","305,973","18,085"
2019,14176,City of Orlando - (OK),A,Bundled,O,OK,Municipal,SWPP,124,"1,120",87,8,72,6,.,.,.,.,.,.,132,"1,192",93
2019,14178,"P K M Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,"9,442.00","70,997","3,607","4,590.00","41,027",266,0,0,0,.,.,.,"14,032.00","112,024","3,873"
2019,14192,Osage Valley Elec Coop Assn,A,Bundled,O,MO,Cooperative,AECI,"31,611.10","247,720","15,473","3,548.10","30,463",866,.,.,.,.,.,.,"35,159.20","278,183","16,339"
2019,14194,City of Orrville - (OH),A,Bundled,O,OH,Municipal,PJM,"7,767.00","75,214","6,561","8,614.00","78,422",892,"13,560.00","144,069",15,.,.,.,"29,941.00","297,705","7,468"
2019,14196,City of Ortonville - (MN),A,Bundled,O,MN,Municipal,MISO,"1,251.00","12,895","1,073","1,386.00","14,701",267,0,0,0,0,0,0,"2,637.00","27,596","1,340"
2019,14198,Price Municipal Corporation,A,Bundled,O,UT,Municipal,PACE,"2,710.90","22,510","3,480","1,557.80","15,504",488,"2,838.00","28,282",112,0,0,0,"7,106.70","66,296","4,080"
2019,14199,City of Osage City - (KS),A,Bundled,O,KS,Municipal,SWPP,"1,659.90","12,164","1,298","1,132.30","9,132",289,762.9,"11,112",1,.,.,.,"3,555.10","32,408","1,588"
2019,14201,City of Osage - (IA),A,Bundled,O,IA,Municipal,MISO,"1,596.60","15,436","1,859","1,491.60","16,026",547,"1,860.60","23,315",9,.,.,.,"4,948.80","54,777","2,415"
2019,14202,"Osceola Electric Coop, Inc",A,Bundled,O,IA,Cooperative,SWPP,"3,628.90","33,776","1,014","1,073.60","10,172",120,"2,349.50","27,258",2,.,.,.,"7,052.00","71,206","1,136"
2019,14203,City of Osawatomie - (KS),A,Bundled,O,KS,Municipal,SWPP,"2,249.00","17,969","1,766","1,292.00","12,115",260,11,80,2,.,.,.,"3,552.00","30,164","2,028"
2019,14214,City of Osborne - (KS),A,Bundled,O,KS,Municipal,SWPP,974,"5,947",748,297,"1,567",133,919,"6,326",39,.,.,.,"2,190.00","13,840",920
2019,14216,City of Osceola - (AR),A,Bundled,O,AR,Municipal,MISO,"4,195.00","39,652","2,874","2,125.00","15,993",542,"8,725.00","86,656",40,.,.,.,"15,045.00","142,301","3,456"
2019,14224,Otero County Electric Coop Inc,A,Bundled,O,NM,Cooperative,PNM,"18,924.90","102,656","15,946","12,485.10","81,324","3,660",.,.,.,.,.,.,"31,410.00","183,980","19,606"
2019,14229,City of Ottawa - (KS),A,Bundled,O,KS,Municipal,SWPP,"5,391.30","53,020","5,267","6,632.00","83,561",869,621.6,"7,453",32,.,.,.,"12,644.90","144,034","6,168"
2019,14232,Otter Tail Power Co,A,Bundled,O,MN,Investor Owned,MISO,"59,503.00","554,967","48,909","95,238.00","1,073,325","12,828","57,834.00","1,031,521",11,0,0,0,"212,575.00","2,659,813","61,748"
2019,14232,Otter Tail Power Co,A,Bundled,O,ND,Investor Owned,MISO,"59,618.00","625,295","45,620","91,602.00","1,169,854","13,558","1,832.00","25,173",3,0,0,0,"153,052.00","1,820,322","59,181"
2019,14232,Otter Tail Power Co,A,Bundled,O,SD,Investor Owned,MISO,"12,841.00","123,055","8,800","27,825.30","365,899","2,854",0,0,0,0,0,0,"40,666.30","488,954","11,654"
2019,14234,City of Ouzinkie - (AK),A,Bundled,O,AK,Municipal,NA,163,244,77,98,354,33,.,.,.,.,.,.,261,598,110
2019,14238,Ouachita Electric Coop Corp,A,Bundled,O,AR,Cooperative,MISO,"13,006.00","98,226","8,448","3,930.00","33,379",824,"7,999.00","85,153",18,.,.,.,"24,935.00","216,758","9,290"
2019,14245,Overton Power District No 5,A,Bundled,O,NV,Political Subdivision,NEVP,"19,800.00","198,510","13,515","11,053.00","116,584","2,578","7,053.00","82,410",52,.,.,.,"37,906.00","397,504","16,145"
2019,14246,City of Owatonna - (MN),A,Bundled,O,MN,Municipal,MISO,"10,601.00","82,158","10,804","7,494.00","71,434",999,"19,468.00","232,395",66,.,.,.,"37,563.00","385,987","11,869"
2019,14251,Owen Electric Coop Inc,A,Bundled,O,KY,Cooperative,PJM,"88,498.00","825,069","59,736","21,470.00","244,223","2,516","60,921.00","1,304,782",26,.,.,.,"170,889.00","2,374,074","62,278"
2019,14261,Village of Orleans - (VT),A,Bundled,O,VT,Municipal,ISNE,510.9,"3,938",575,304.1,"2,126",89,"1,010.20","6,624",1,0,0,0,"1,825.20","12,688",665
2019,14267,"Otsego Electric Coop, Inc",A,Bundled,O,NY,Cooperative,NYIS,"5,504.80","44,290","4,495",894.4,"7,766",285,.,.,.,.,.,.,"6,399.20","52,056","4,780"
2019,14268,City of Owensboro - (KY),A,Bundled,O,KY,Municipal,LGEE,"32,143.50","215,193","23,034","11,795.50","99,420","2,777","54,796.00","474,137",529,.,.,.,"98,735.00","788,750","26,340"
2019,14275,City of Oxford - (MS),A,Bundled,O,MS,Municipal,TVA,"9,642.00","89,921","7,842","13,866.00","131,321","1,914",0,0,0,0,0,0,"23,508.00","221,242","9,756"
2019,14276,City of Oxford - (KS),A,Bundled,O,KS,Municipal,SWPP,682.1,"4,820",491,195.7,"1,417",76,97.7,736,35,.,.,.,975.5,"6,973",602
2019,14277,Village of Oxford - (NE),A,Bundled,O,NE,Municipal,SWPP,569,"3,993",374,450,"2,841",97,.,.,.,.,.,.,"1,019.00","6,834",471
2019,14285,Ozark Border Electric Coop,A,Bundled,O,MO,Cooperative,AECI,"54,889.00","535,471","32,557","13,923.00","145,330","7,144","2,074.00","26,464",13,.,.,.,"70,886.00","707,265","39,714"
2019,14288,Ozark Electric Coop Inc - (MO),A,Bundled,O,MO,Cooperative,AECI,"49,262.70","413,454","30,515","9,768.10","90,566","3,090",820.6,"10,122",1,.,.,.,"59,851.40","514,142","33,606"
2019,14289,Ozarks Electric Coop Corp - (AR),A,Bundled,O,AR,Cooperative,SWPP,"84,397.00","802,033","61,140","30,987.00","321,323","4,527","10,084.00","130,136",30,.,.,.,"125,468.00","1,253,492","65,697"
2019,14289,Ozarks Electric Coop Corp - (AR),A,Bundled,O,OK,Cooperative,SWPP,"16,440.00","140,996","11,175","4,679.00","42,400",889,"1,708.00","17,940",4,.,.,.,"22,827.00","201,336","12,068"
2019,14324,PUD No 2 of Pacific County,A,Bundled,O,WA,Political Subdivision,BPAT,"15,640.00","184,137","15,641","7,664.50","88,387","2,048","1,137.70","21,679",1,.,.,.,"24,442.20","294,203","17,690"
2019,14328,Pacific Gas & Electric Co.,A,Bundled,O,CA,Investor Owned,CISO,"3,224,897.00","14,429,648","2,277,864","2,547,380.00","11,116,444","266,132","2,113,471.00","10,916,065","91,295",0,0,0,"7,885,748.00","36,462,157","2,635,291"
2019,14328,Pacific Gas & Electric Co.,C,Delivery,O,CA,Investor Owned,CISO,"1,903,456.00","13,083,788","2,567,618","2,399,280.00","19,637,939","320,506","604,189.00","8,887,759",661,"6,752.00","408,010",1,"4,913,677.00","42,017,496","2,888,786"
2019,14349,Avangrid Renewables,B,Energy,O,OR,Retail Power Marketer,PACW,.,.,.,"13,872.60","396,093",2,.,.,.,.,.,.,"13,872.60","396,093",2
2019,14349,Avangrid Renewables,B,Energy,O,WA,Retail Power Marketer,PSEI,.,.,.,954.1,"32,843",1,.,.,.,.,.,.,954.1,"32,843",1
2019,14354,PacifiCorp,A,Bundled,O,CA,Investor Owned,PACW,"46,796.20","363,507","36,027","35,880.60","239,518","7,514","18,758.60","137,906","1,942",0,0,0,"101,435.40","740,931","45,483"
2019,14354,PacifiCorp,A,Bundled,O,ID,Investor Owned,PACE,"75,022.00","735,159","66,558","45,230.00","515,261","9,290","154,016.30","2,235,056","5,653",0,0,0,"274,268.30","3,485,476","81,501"
2019,14354,PacifiCorp,A,Bundled,O,OR,Investor Owned,PACW,"617,610.50","5,722,112","517,270","486,653.50","5,441,710","69,371","146,224.50","1,908,644","9,192","1,560.70","16,198",1,"1,252,049.20","13,088,664","595,834"
2019,14354,PacifiCorp,A,Bundled,O,UT,Investor Owned,PACE,"762,902.60","7,154,065","836,194","733,815.00","9,064,033","91,665","482,935.30","8,220,459","8,066","5,498.00","51,748",1,"1,985,150.90","24,490,305","935,926"
2019,14354,PacifiCorp,A,Bundled,O,WA,Investor Owned,PACW,"144,019.80","1,654,657","110,178","123,987.70","1,554,150","16,593","64,292.20","935,783","5,520",0,0,0,"332,299.70","4,144,590","132,291"
2019,14354,PacifiCorp,A,Bundled,O,WY,Investor Owned,PACE,"112,588.00","1,038,916","115,407","122,926.40","1,395,678","23,314","435,102.10","6,958,047","2,778",0,0,0,"670,616.50","9,392,641","141,499"
2019,14354,PacifiCorp,C,Delivery,O,OR,Investor Owned,PACW,0,0,0,"10,090.80","317,565",21,"1,524.60","46,819",3,0,0,0,"11,615.40","364,384",24
2019,14371,City of Paducah - (KY),A,Bundled,O,KY,Municipal,TVA,"29,856.70","217,551","18,845","40,864.90","308,978","3,737","2,318.10","27,498",3,.,.,.,"73,039.70","554,027","22,585"
2019,14373,Page Utility Enterprises,A,Bundled,O,AZ,Municipal,WALC,"3,260.50","42,276","3,329","5,738.10","75,485","1,093",.,.,.,.,.,.,"8,998.60","117,761","4,422"
2019,14381,City of Painesville,A,Bundled,O,OH,Municipal,PJM,"11,948.40","82,273","10,552","12,154.30","87,629","1,885","5,580.60","51,309",5,0,0,0,"29,683.30","221,211","12,442"
2019,14398,Palmetto Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,"110,100.00","939,992","62,945","52,555.00","471,072","11,097","8,664.00","98,979",29,.,.,.,"171,319.00","1,510,043","74,071"
2019,14400,City of Palmyra - (MO),A,Bundled,O,MO,Municipal,SWPP,"2,113.60","17,205","1,613","1,306.90","11,415",251,126.4,"2,103",5,0,0,0,"3,546.90","30,723","1,869"
2019,14401,City of Palo Alto - (CA),A,Bundled,O,CA,Municipal,CISO,"24,602.00","154,163","25,811","94,962.00","602,616","3,910","18,445.00","131,347",69,.,.,.,"138,009.00","888,126","29,790"
2019,14424,"Panola-Harrison Elec Coop, Inc",A,Bundled,O,LA,Cooperative,SWPP,"11,946.40","132,047","8,379","2,417.00","25,976",870,"1,668.00","21,331",5,.,.,.,"16,031.40","179,354","9,254"
2019,14424,"Panola-Harrison Elec Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,"12,291.40","131,678","8,987","4,476.00","47,125","1,696","1,354.00","17,802",10,.,.,.,"18,121.40","196,605","10,693"
2019,14426,Panhandle Rural El Member Assn,A,Bundled,O,NE,Cooperative,WACM,"4,479.20","31,440","1,681","2,291.10","13,162","1,250","5,361.60","26,725",851,.,.,.,"12,131.90","71,327","3,782"
2019,14433,City of Panora - (IA),A,Bundled,O,IA,Municipal,MISO,590,"4,703",555,532,"5,274",148,315,"2,475",13,0,0,0,"1,437.00","12,452",716
2019,14435,Town of Paoli,A,Bundled,O,IN,Municipal,MISO,"1,529.00","14,095","1,415","1,844.00","17,589",450,630,"3,253",19,.,.,.,"4,003.00","34,937","1,884"
2019,14443,Town of Paragonah - (UT),A,Bundled,O,UT,Municipal,PACE,215,"1,865",266,12,105,12,.,.,.,.,.,.,227,"1,970",278
2019,14446,Paragould Light & Water Comm,A,Bundled,O,AR,Municipal,SPA,"15,702.00","205,002","11,903","7,108.00","90,475","1,880","17,694.00","296,481",39,.,.,.,"40,504.00","591,958","13,822"
2019,14451,Village of Pardeeville - (WI),A,Bundled,O,WI,Municipal,MISO,"1,176.00","9,034","1,157",434,"4,836",153,796,"6,619",7,.,.,.,"2,406.00","20,489","1,317"
2019,14455,City of Paris - (TN),A,Bundled,O,TN,Municipal,TVA,"23,292.00","224,443","15,508","19,784.00","182,476","5,915","3,116.00","50,674",5,0,0,0,"46,192.00","457,593","21,428"
2019,14456,City of Paris - (MO),A,Bundled,O,MO,Municipal,AECI,"1,224.00","10,711",582,315,"5,402",143,.,.,.,.,.,.,"1,539.00","16,113",725
2019,14459,City of Paris - (KY),A,Bundled,O,KY,Municipal,LGEE,"3,226.00","32,000","2,258","1,195.00","14,000",401,"1,209.00","11,000",51,.,.,.,"5,630.00","57,000","2,710"
2019,14460,City of Paris - (AR),A,Bundled,O,AR,Municipal,SWPP,"1,886.00","19,936","1,621",946,"9,568",280,801,"9,794",12,.,.,.,"3,633.00","39,298","1,913"
2019,14468,People's Cooperative Services,A,Bundled,O,MN,Cooperative,MISO,"36,583.60","249,825","21,526","6,275.00","56,356","1,283","5,109.60","50,882",50,0,0,0,"47,968.20","357,063","22,859"
2019,14471,Parke County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,"21,616.60","153,070","12,247","1,779.70","16,862",56,"1,673.70","14,109",63,.,.,.,"25,070.00","184,041","12,366"
2019,14472,Borough of Park Ridge - (NJ),A,Bundled,O,NJ,Municipal,PJM,"4,840.00","31,596","3,399","4,115.00","24,849",396,.,.,.,.,.,.,"8,955.00","56,445","3,795"
2019,14473,City of Paton - (IA),A,Bundled,O,IA,Municipal,MISO,195.4,"1,296",124,1.2,794,18,0,0,0,0,0,0,196.6,"2,090",142
2019,14474,City of Park River - (ND),A,Bundled,O,ND,Municipal,MISO,"1,179.00","10,452",703,275,"2,053",99,751,"6,196",13,.,.,.,"2,205.00","18,701",815
2019,14489,City of Parker - (SD),A,Bundled,O,SD,Municipal,SWPP,696.4,"6,414",507,51.9,461,18,374.9,"3,342",72,.,.,.,"1,123.20","10,217",597
2019,14500,Park Electric Coop Inc,A,Bundled,O,MT,Cooperative,NWMT,"7,757.40","81,419","5,734",705.3,"9,663",96,"6,812.40","89,139",348,.,.,.,"15,275.10","180,221","6,178"
2019,14505,Parkland Light & Water Company,A,Bundled,O,WA,Cooperative,BPAT,"4,510.00","55,246","3,811","4,158.00","59,353",764,.,.,.,.,.,.,"8,668.00","114,599","4,575"
2019,14512,Parowan City Corporation,A,Bundled,O,UT,Municipal,PACE,922,"10,177","1,417",654,"5,372",120,210,"1,728",5,.,.,.,"1,786.00","17,277","1,542"
2019,14534,City of Pasadena - (CA),A,Bundled,O,CA,Municipal,CISO,"62,467.70","310,768","56,393","121,385.50","671,318","8,488",.,.,.,"1,572.20","9,895",1,"185,425.40","991,981","64,882"
2019,14537,Pascoag Utility District,A,Bundled,O,RI,Municipal,ISNE,"4,628.00","32,368","4,281",671,"3,732",532,"2,738.00","18,199",62,0,0,0,"8,037.00","54,299","4,875"
2019,14543,Tohono O'Odham Utility Authority,A,Bundled,O,AZ,Political Subdivision,AZPS,"3,882.00","30,870","3,134","7,052.00","54,579",745,334,"2,871",14,0,0,0,"11,268.00","88,320","3,893"
2019,14557,"Pee Dee Electric Coop, Inc",A,Bundled,O,SC,Cooperative,SC,"56,561.00","420,551","27,961","9,071.00","63,781","2,501","17,960.00","222,363",28,.,.,.,"83,592.00","706,695","30,490"
2019,14563,Pearl River Valley El Pwr Assn,A,Bundled,O,MS,Cooperative,MISO,"91,129.10","709,895","48,674","21,531.60","195,367","1,764","11,634.40","134,473",28,.,.,.,"124,295.10","1,039,735","50,466"
2019,14577,City of Paullina - (IA),A,Bundled,O,IA,Municipal,MISO,508,"5,119",530,451,"4,470",139,0,0,0,.,.,.,959,"9,589",669
2019,14581,Village of Paw Paw - (MI),A,Bundled,O,MI,Municipal,PJM,"1,258.00","9,690","1,400","2,228.00","24,672",345,359,"4,686",14,.,.,.,"3,845.00","39,048","1,759"
2019,14582,City of Pawhuska - (OK),A,Bundled,O,OK,Municipal,SWPP,"2,378.80","15,410","1,688","1,674.60","19,300",409,0,0,0,0,0,0,"4,053.40","34,710","2,097"
2019,14585,Town of Paxton - (MA),A,Bundled,O,MA,Municipal,ISNE,"2,410.00","16,266","1,785",928.1,"6,489",177,8.6,59,7,.,.,.,"3,346.70","22,814","1,969"
2019,14599,"Paulding-Putman Elec Coop, Inc",A,Bundled,O,IN,Cooperative,PJM,"5,526.80","41,297","3,426","2,225.70","19,356",194,"3,017.30","35,990",2,0,0,0,"10,769.80","96,643","3,622"
2019,14599,"Paulding-Putman Elec Coop, Inc",A,Bundled,O,OH,Cooperative,PJM,"18,244.60","144,074","9,027","6,609.70","64,452",482,"4,701.70","53,027",5,0,0,0,"29,556.00","261,553","9,514"
2019,14600,Payson City Corporation,A,Bundled,O,UT,Municipal,PACE,"5,691.00","46,907","5,995","4,092.00","42,347",488,"2,172.00","25,039",5,.,.,.,"11,955.00","114,293","6,488"
2019,14602,Pea River Electric Coop,A,Bundled,O,AL,Cooperative,AEC,"26,031.90","211,658","14,669","12,176.60","92,164","4,365","1,558.20","18,206",2,.,.,.,"39,766.70","322,028","19,036"
2019,14605,City of Peabody - (MA),A,Bundled,O,MA,Municipal,ISNE,"20,382.20","183,869","24,017","4,526.10","35,118","2,788","30,562.00","260,031","2,034",.,.,.,"55,470.30","479,018","28,839"
2019,14606,"Peace River Electric Coop, Inc",A,Bundled,O,FL,Cooperative,SEC,"69,468.40","545,985","38,139","31,930.00","302,693","7,801",361.6,"1,799",44,.,.,.,"101,760.00","850,477","45,984"
2019,14610,Orlando Utilities Comm,A,Bundled,O,FL,Municipal,FMPP,"313,554.20","2,600,463","216,113","354,048.30","4,225,097","31,330",0,0,0,.,.,.,"667,602.50","6,825,560","247,443"
2019,14624,PUD No 2 of Grant County,A,Bundled,O,WA,Political Subdivision,GCPD,"46,844.00","838,420","39,101","38,521.00","853,296","7,312","124,531.00","3,346,586","5,222",.,.,.,"209,896.00","5,038,302","51,635"
2019,14626,"Pedernales Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,"488,510.10","4,713,331","316,925","111,625.40","1,298,388","46,589","30,894.00","478,887",198,.,.,.,"631,029.50","6,490,606","363,712"
2019,14633,Pedro Bay Village Council - (AK),A,Bundled,O,AK,Municipal,NA,38,47,23,76,90,16,0,0,0,0,0,0,114,137,39
2019,14645,City of Pella - (IA),A,Bundled,O,IA,Municipal,MISO,"4,325.50","36,721","4,123","2,967.90","25,630",762,"9,328.80","119,510",44,.,.,.,"16,622.20","181,861","4,929"
2019,14648,Borough of Pemberton - (NJ),A,Bundled,O,NJ,Municipal,PJM,"1,091.00","4,815",664,520,"2,144",96,.,.,.,.,.,.,"1,611.00","6,959",760
2019,14649,Planters Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,"29,813.00","228,886","15,536","3,765.00","33,652",959,"4,125.00","30,593",661,.,.,.,"37,703.00","293,131","17,156"
2019,14650,Village of Pemberville - (OH),A,Bundled,O,OH,Municipal,PJM,650.5,"5,458",613,272.8,"2,235",91,377.4,"2,972",10,.,.,.,"1,300.70","10,665",714
2019,14653,PUD No 1 of Pend Oreille County,A,Bundled,O,WA,Political Subdivision,AVA,"10,821.00","153,095","8,435","3,229.00","53,385",849,"34,670.00","751,930",12,.,.,.,"48,720.00","958,410","9,296"
2019,14656,City of Pender - (NE),A,Bundled,O,NE,Municipal,SWPP,726,"5,328",508,"1,263.00","10,662",178,.,.,.,.,.,.,"1,989.00","15,990",686
2019,14659,Town of Pendleton - (IN),A,Bundled,O,IN,Municipal,MISO,"3,500.20","29,737","2,538","3,335.00","28,569",443,801.1,"8,513",8,0,0,0,"7,636.30","66,819","2,989"
2019,14668,Peninsula Light Company,A,Bundled,O,WA,Cooperative,BPAT,"49,484.70","486,603","33,523","8,023.20","99,954",200,.,.,.,.,.,.,"57,507.90","586,557","33,723"
2019,14700,Village of Penn Yan - (NY),A,Bundled,O,NY,Municipal,NYIS,"1,235.40","32,957","2,628",291.5,"6,156",371,"1,530.20","56,347",103,0,0,0,"3,057.10","95,460","3,102"
2019,14711,Pennsylvania Electric Co,A,Bundled,O,NY,Investor Owned,PJM,"3,109.80","29,505","3,208","1,618.20","18,701",416,0,0,0,0,0,0,"4,728.00","48,206","3,624"
2019,14711,Pennsylvania Electric Co,A,Bundled,O,PA,Investor Owned,PJM,"464,333.80","3,159,827","375,532","99,958.10","894,381","49,997","9,155.80","103,905",134,0,0,0,"573,447.70","4,158,113","425,663"
2019,14711,Pennsylvania Electric Co,C,Delivery,O,NY,Investor Owned,PJM,70.9,"1,471",161,198.2,"6,300",82,79.2,"3,738",1,0,0,0,348.3,"11,509",244
2019,14711,Pennsylvania Electric Co,C,Delivery,O,PA,Investor Owned,PJM,"96,093.60","1,075,064","121,976","68,765.00","1,986,177","33,672","92,430.00","6,208,210","1,338",0,0,0,"257,288.60","9,269,451","156,986"
2019,14712,Pemiscot-Dunklin Elec Coop Inc,A,Bundled,O,MO,Cooperative,AECI,"9,927.10","83,178","5,499","3,621.50","29,526","1,311","4,700.00","36,679","1,828",0,0,0,"18,248.60","149,383","8,638"
2019,14715,PPL Electric Utilities Corp,A,Bundled,O,PA,Investor Owned,PJM,"1,095,207.40","8,194,918","766,632","203,890.50","1,936,882","87,301","22,814.50","437,883","1,081",0,0,0,"1,321,912.40","10,569,683","855,014"
2019,14715,PPL Electric Utilities Corp,C,Delivery,O,PA,Investor Owned,PJM,"357,959.00","6,253,948","498,649","192,186.60","12,449,509","94,017","41,378.40","7,730,705","2,418",553.9,"36,632",1,"592,077.90","26,470,794","595,085"
2019,14716,Pennsylvania Power Co,A,Bundled,O,PA,Investor Owned,PJM,"158,749.10","1,250,544","112,075","29,517.80","285,834","11,561","3,064.20","48,506",53,0,0,0,"191,331.10","1,584,884","123,689"
2019,14716,Pennsylvania Power Co,C,Delivery,O,PA,Investor Owned,PJM,"23,299.20","387,622","33,942","13,828.60","797,900","9,069","7,952.80","1,894,021",358,0,0,0,"45,080.60","3,079,543","43,369"
