"Location.County","Location.State","Location.State Abbreviation","Vote Data.Ben Carson.Number of Votes","Vote Data.Ben Carson.Party","Vote Data.Ben Carson.Percent of Votes","Vote Data.Bernie Sanders.Number of Votes","Vote Data.Bernie Sanders.Party","Vote Data.Bernie Sanders.Percent of Votes","Vote Data.Carly Fiorina.Number of Votes","Vote Data.Carly Fiorina.Party","Vote Data.Carly Fiorina.Percent of Votes","Vote Data.Chris Christie.Number of Votes","Vote Data.Chris Christie.Party","Vote Data.Chris Christie.Percent of Votes","Vote Data.Donald Trump.Number of Votes","Vote Data.Donald Trump.Party","Vote Data.Donald Trump.Percent of Votes","Vote Data.Hillary Clinton.Number of Votes","Vote Data.Hillary Clinton.Party","Vote Data.Hillary Clinton.Percent of Votes","Vote Data.Jeb Bush.Number of Votes","Vote Data.Jeb Bush.Party","Vote Data.Jeb Bush.Percent of Votes","Vote Data.John Kasich.Number of Votes","Vote Data.John Kasich.Party","Vote Data.John Kasich.Percent of Votes","Vote Data.Marco Rubio.Number of Votes","Vote Data.Marco Rubio.Party","Vote Data.Marco Rubio.Percent of Votes","Vote Data.Martin O'Malley.Number of Votes","Vote Data.Martin O'Malley.Party","Vote Data.Martin O'Malley.Percent of Votes","Vote Data.Mike Huckabee.Number of Votes","Vote Data.Mike Huckabee.Party","Vote Data.Mike Huckabee.Percent of Votes","Vote Data.No Preference.Number of Votes","Vote Data.No Preference.Party","Vote Data.No Preference.Percent of Votes","Vote Data.Rand Paul.Number of Votes","Vote Data.Rand Paul.Party","Vote Data.Rand Paul.Percent of Votes","Vote Data.Rick Santorum.Number of Votes","Vote Data.Rick Santorum.Party","Vote Data.Rick Santorum.Percent of Votes","Vote Data.Ted Cruz.Number of Votes","Vote Data.Ted Cruz.Party","Vote Data.Ted Cruz.Percent of Votes","Vote Data.Uncommitted.Number of Votes","Vote Data.Uncommitted.Party","Vote Data.Uncommitted.Percent of Votes"
"Amherst","Massachusetts","MA","24","Republican","3.4000000000000004","5293","Democrat","66.3","0","Republican","0.0","0","Republican","0.0","175","Republican","24.9","2663","Democrat","33.300000000000004","0","Republican","0.0","220","Republican","31.3","206","Republican","29.299999999999997","0","Democrat","0.0","0","Republican","0.0","12","N/A","0.2","0","Republican","0.0","0","Republican","0.0","59","Republican","8.4","0","N/A","0.0"
"Amherst","Maine","ME","0","Republican","0.0","1","Democrat","100.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Amherst","Virginia","VA","427","Republican","9.5","546","Democrat","34.1","0","Republican","0.0","0","Republican","0.0","1777","Republican","39.7","1044","Democrat","65.2","0","Republican","0.0","152","Republican","3.4000000000000004","875","Republican","19.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1202","Republican","26.900000000000002","0","N/A","0.0"
"Amite","Mississippi","MS","0","Republican","0.0","127","Democrat","9.3","0","Republican","0.0","0","Republican","0.0","1178","Republican","52.0","1212","Democrat","89.0","0","Republican","0.0","129","Republican","5.7","70","Republican","3.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","848","Republican","37.4","0","N/A","0.0"
"Amity","Maine","ME","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","100.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Anderson","Kentucky","KY","0","Republican","0.0","1649","Democrat","52.400000000000006","0","Republican","0.0","0","Republican","0.0","560","Republican","33.300000000000004","1132","Democrat","36.0","0","Republican","0.0","204","Republican","12.1","257","Republican","15.299999999999999","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","592","Republican","35.2","0","N/A","0.0"
"Anderson","South Carolina","SC","2959","Republican","8.6","2691","Democrat","32.4","0","Republican","0.0","0","Republican","0.0","10953","Republican","31.900000000000002","5550","Democrat","66.9","2411","Republican","7.000000000000001","2038","Republican","5.8999999999999995","7175","Republican","20.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","8750","Republican","25.5","0","N/A","0.0"
"Anderson","Tennessee","TN","862","Republican","8.0","1845","Democrat","43.4","0","Republican","0.0","0","Republican","0.0","4298","Republican","40.0","2328","Democrat","54.7","0","Republican","0.0","563","Republican","5.2","2340","Republican","21.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2450","Republican","22.8","0","N/A","0.0"
"Anderson","Texas","TX","375","Republican","4.3999999999999995","299","Democrat","22.7","0","Republican","0.0","0","Republican","0.0","2425","Republican","28.6","994","Democrat","75.6","0","Republican","0.0","147","Republican","1.7000000000000002","804","Republican","9.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","4525","Republican","53.400000000000006","0","N/A","0.0"
"Andover","Connecticut","CT","0","Republican","0.0","259","Democrat","62.0","0","Republican","0.0","0","Republican","0.0","163","Republican","54.89999999999999","145","Democrat","34.7","0","Republican","0.0","81","Republican","27.3","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","42","Republican","14.099999999999998","0","N/A","0.0"
"Andover","Massachusetts","MA","95","Republican","1.9","2903","Democrat","46.300000000000004","0","Republican","0.0","0","Republican","0.0","2100","Republican","41.9","3327","Democrat","53.1","0","Republican","0.0","1198","Republican","23.9","1055","Republican","21.099999999999998","0","Democrat","0.0","0","Republican","0.0","29","N/A","0.5","0","Republican","0.0","0","Republican","0.0","466","Republican","9.3","0","N/A","0.0"
"Andover","Maine","ME","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Andover","Vermont","VT","6","Republican","7.8","100","Democrat","87.0","0","Republican","0.0","0","Republican","0.0","27","Republican","35.1","14","Democrat","12.2","0","Republican","0.0","13","Republican","16.9","10","Republican","13.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","13","Republican","16.9","0","N/A","0.0"
"Andrew","Missouri","MO","0","Republican","0.0","728","Democrat","58.4","0","Republican","0.0","0","Republican","0.0","1457","Republican","41.699999999999996","498","Democrat","39.900000000000006","0","Republican","0.0","404","Republican","11.600000000000001","221","Republican","6.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1290","Republican","36.9","0","N/A","0.0"
"Andrews","Texas","TX","201","Republican","6.9","38","Democrat","33.0","0","Republican","0.0","0","Republican","0.0","716","Republican","24.7","76","Democrat","66.1","0","Republican","0.0","39","Republican","1.3","402","Republican","13.900000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1349","Republican","46.5","0","N/A","0.0"
"Angelina","Texas","TX","593","Republican","4.3999999999999995","622","Democrat","23.5","0","Republican","0.0","0","Republican","0.0","3646","Republican","26.900000000000002","1950","Democrat","73.7","0","Republican","0.0","348","Republican","2.6","1613","Republican","11.899999999999999","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","6875","Republican","50.7","0","N/A","0.0"
"Anne Arundel","Maryland","MD","0","Republican","0.0","24128","Democrat","38.4","0","Republican","0.0","0","Republican","0.0","30711","Republican","53.900000000000006","35659","Democrat","56.8","0","Republican","0.0","15116","Republican","26.5","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","9269","Republican","16.3","0","N/A","0.0"
"Anson","Maine","ME","0","Republican","0.0","3","Democrat","60.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","2","Democrat","40.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Anson","North Carolina","NC","0","Republican","0.0","914","Democrat","26.200000000000003","0","Republican","0.0","0","Republican","0.0","612","Republican","50.0","2307","Democrat","66.1","0","Republican","0.0","72","Republican","5.8999999999999995","64","Republican","5.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","443","Republican","36.199999999999996","0","N/A","0.0"
"Ansonia","Connecticut","CT","0","Republican","0.0","610","Democrat","49.8","0","Republican","0.0","0","Republican","0.0","497","Republican","68.4","582","Democrat","47.5","0","Republican","0.0","96","Republican","13.200000000000001","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","116","Republican","16.0","0","N/A","0.0"
"Antelope","Nebraska","NE","0","Republican","0.0","23","Democrat","46.0","0","Republican","0.0","0","Republican","0.0","772","Republican","64.8","27","Democrat","54.0","0","Republican","0.0","86","Republican","7.200000000000001","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","217","Republican","18.2","0","N/A","0.0"
"Antrim","Michigan","MI","0","Republican","0.0","1491","Democrat","62.1","0","Republican","0.0","0","Republican","0.0","1969","Republican","40.400000000000006","867","Democrat","36.1","0","Republican","0.0","1025","Republican","21.0","424","Republican","8.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1201","Republican","24.6","0","N/A","0.0"
"Apache","Arizona","AZ","0","Republican","0.0","1933","Democrat","28.800000000000004","0","Republican","0.0","0","Republican","0.0","1088","Republican","43.6","4450","Democrat","66.4","0","Republican","0.0","133","Republican","5.3","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","938","Republican","37.6","0","N/A","0.0"
"Appanoose","Iowa","IA","92","Republican","11.0","226","Democrat","45.300000000000004","9","Republican","1.0999999999999999","4","Republican","0.5","292","Republican","34.8","273","Democrat","54.7","13","Republican","1.5","4","Republican","0.5","90","Republican","10.7","0","Democrat","0.0","44","Republican","5.2","0","N/A","0.0","20","Republican","2.4","2","Republican","0.2","269","Republican","32.0","0","N/A","0.0"
"Appleton","Maine","ME","0","Republican","0.0","3","Democrat","75.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","25.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Appling","Georgia","GA","304","Republican","9.8","142","Democrat","21.9","0","Republican","0.0","0","Republican","0.0","1290","Republican","41.5","490","Democrat","75.6","0","Republican","0.0","83","Republican","2.7","462","Republican","14.800000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","914","Republican","29.4","0","N/A","0.0"
"Appomattox","Virginia","VA","207","Republican","8.6","215","Democrat","32.1","0","Republican","0.0","0","Republican","0.0","1033","Republican","42.8","448","Democrat","67.0","0","Republican","0.0","82","Republican","3.4000000000000004","436","Republican","18.099999999999998","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","625","Republican","25.900000000000002","0","N/A","0.0"
"Aquinnah","Massachusetts","MA","0","Republican","0.0","85","Democrat","58.20000000000001","0","Republican","0.0","0","Republican","0.0","5","Republican","38.5","61","Democrat","41.8","0","Republican","0.0","5","Republican","38.5","3","Republican","23.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Aransas","Texas","TX","167","Republican","3.1","272","Democrat","35.1","0","Republican","0.0","0","Republican","0.0","2091","Republican","39.300000000000004","488","Democrat","63.0","0","Republican","0.0","272","Republican","5.1","789","Republican","14.800000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1654","Republican","31.1","0","N/A","0.0"
"Arapahoe","Colorado","CO","0","Republican","0.0","6086","Democrat","53.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","5320","Democrat","46.300000000000004","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Archer","Texas","TX","151","Republican","6.1","64","Democrat","38.1","0","Republican","0.0","0","Republican","0.0","707","Republican","28.6","99","Democrat","58.9","0","Republican","0.0","45","Republican","1.8000000000000003","266","Republican","10.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1215","Republican","49.20000000000001","0","N/A","0.0"
"Archuleta","Colorado","CO","0","Republican","0.0","156","Democrat","64.2","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","83","Democrat","34.2","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Arenac","Michigan","MI","0","Republican","0.0","663","Democrat","51.4","0","Republican","0.0","0","Republican","0.0","1141","Republican","51.300000000000004","595","Democrat","46.1","0","Republican","0.0","328","Republican","14.7","178","Republican","8.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","472","Republican","21.2","0","N/A","0.0"
"Arkansas","Arkansas","AR","146","Republican","5.2","132","Democrat","15.2","0","Republican","0.0","0","Republican","0.0","1073","Republican","38.5","724","Democrat","83.3","0","Republican","0.0","83","Republican","3.0","789","Republican","28.300000000000004","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","593","Republican","21.3","0","N/A","0.0"
"Arlington","Massachusetts","MA","71","Republican","1.9","6620","Democrat","45.300000000000004","0","Republican","0.0","0","Republican","0.0","1532","Republican","41.5","7885","Democrat","53.900000000000006","0","Republican","0.0","935","Republican","25.3","725","Republican","19.6","0","Democrat","0.0","0","Republican","0.0","56","N/A","0.4","0","Republican","0.0","0","Republican","0.0","322","Republican","8.7","0","N/A","0.0"
"Arlington","Virginia","VA","381","Republican","1.7000000000000002","12541","Democrat","32.800000000000004","0","Republican","0.0","0","Republican","0.0","3698","Republican","16.8","25561","Democrat","66.9","0","Republican","0.0","4971","Republican","22.6","10944","Republican","49.70000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1734","Republican","7.9","0","N/A","0.0"
