"Location.County","Location.State","Location.State Abbreviation","Vote Data.Ben Carson.Number of Votes","Vote Data.Ben Carson.Party","Vote Data.Ben Carson.Percent of Votes","Vote Data.Bernie Sanders.Number of Votes","Vote Data.Bernie Sanders.Party","Vote Data.Bernie Sanders.Percent of Votes","Vote Data.Carly Fiorina.Number of Votes","Vote Data.Carly Fiorina.Party","Vote Data.Carly Fiorina.Percent of Votes","Vote Data.Chris Christie.Number of Votes","Vote Data.Chris Christie.Party","Vote Data.Chris Christie.Percent of Votes","Vote Data.Donald Trump.Number of Votes","Vote Data.Donald Trump.Party","Vote Data.Donald Trump.Percent of Votes","Vote Data.Hillary Clinton.Number of Votes","Vote Data.Hillary Clinton.Party","Vote Data.Hillary Clinton.Percent of Votes","Vote Data.Jeb Bush.Number of Votes","Vote Data.Jeb Bush.Party","Vote Data.Jeb Bush.Percent of Votes","Vote Data.John Kasich.Number of Votes","Vote Data.John Kasich.Party","Vote Data.John Kasich.Percent of Votes","Vote Data.Marco Rubio.Number of Votes","Vote Data.Marco Rubio.Party","Vote Data.Marco Rubio.Percent of Votes","Vote Data.Martin O'Malley.Number of Votes","Vote Data.Martin O'Malley.Party","Vote Data.Martin O'Malley.Percent of Votes","Vote Data.Mike Huckabee.Number of Votes","Vote Data.Mike Huckabee.Party","Vote Data.Mike Huckabee.Percent of Votes","Vote Data.No Preference.Number of Votes","Vote Data.No Preference.Party","Vote Data.No Preference.Percent of Votes","Vote Data.Rand Paul.Number of Votes","Vote Data.Rand Paul.Party","Vote Data.Rand Paul.Percent of Votes","Vote Data.Rick Santorum.Number of Votes","Vote Data.Rick Santorum.Party","Vote Data.Rick Santorum.Percent of Votes","Vote Data.Ted Cruz.Number of Votes","Vote Data.Ted Cruz.Party","Vote Data.Ted Cruz.Percent of Votes","Vote Data.Uncommitted.Number of Votes","Vote Data.Uncommitted.Party","Vote Data.Uncommitted.Percent of Votes"
"Charlotte","Florida","FL","0","Republican","0.0","4634","Democrat","35.4","0","Republican","0.0","0","Republican","0.0","16525","Republican","54.79999999999999","8125","Democrat","62.1","0","Republican","0.0","2314","Republican","7.7","6106","Republican","20.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","4214","Republican","14.000000000000002","0","N/A","0.0"
"Charlotte","Maine","ME","0","Republican","0.0","1","Democrat","100.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Charlotte","Virginia","VA","107","Republican","7.200000000000001","162","Democrat","20.200000000000003","0","Republican","0.0","0","Republican","0.0","798","Republican","53.400000000000006","635","Democrat","79.1","0","Republican","0.0","49","Republican","3.3000000000000003","300","Republican","20.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","217","Republican","14.499999999999998","0","N/A","0.0"
"Charlotte","Vermont","VT","7","Republican","1.4000000000000001","1002","Democrat","78.8","0","Republican","0.0","0","Republican","0.0","122","Republican","25.0","268","Democrat","21.099999999999998","0","Republican","0.0","220","Republican","45.1","86","Republican","17.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","36","Republican","7.400000000000001","0","N/A","0.0"
"Charlottesville","Virginia","VA","104","Republican","3.7000000000000006","4474","Democrat","53.29999999999999","0","Republican","0.0","0","Republican","0.0","489","Republican","17.299999999999997","3888","Democrat","46.400000000000006","0","Republican","0.0","526","Republican","18.600000000000005","1344","Republican","47.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","321","Republican","11.4","0","N/A","0.0"
"Charlton","Georgia","GA","87","Republican","6.800000000000001","84","Democrat","22.5","0","Republican","0.0","0","Republican","0.0","602","Republican","47.3","275","Democrat","73.7","0","Republican","0.0","20","Republican","1.6","208","Republican","16.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","319","Republican","25.1","0","N/A","0.0"
"Charlton","Massachusetts","MA","45","Republican","2.4","1010","Democrat","61.199999999999996","0","Republican","0.0","0","Republican","0.0","1017","Republican","54.50000000000001","607","Democrat","36.8","0","Republican","0.0","252","Republican","13.5","273","Republican","14.6","0","Democrat","0.0","0","Republican","0.0","20","N/A","1.2","0","Republican","0.0","0","Republican","0.0","234","Republican","12.5","0","N/A","0.0"
"Chase","Nebraska","NE","0","Republican","0.0","10","Democrat","38.5","0","Republican","0.0","0","Republican","0.0","476","Republican","71.7","16","Democrat","61.5","0","Republican","0.0","36","Republican","5.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","100","Republican","15.1","0","N/A","0.0"
"Chatham","Georgia","GA","1522","Republican","5.0","7496","Democrat","27.200000000000003","0","Republican","0.0","0","Republican","0.0","10726","Republican","35.0","19898","Democrat","72.3","0","Republican","0.0","2981","Republican","9.700000000000001","7845","Republican","25.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","7049","Republican","23.0","0","N/A","0.0"
"Chatham","Massachusetts","MA","32","Republican","2.7","661","Democrat","49.4","0","Republican","0.0","0","Republican","0.0","528","Republican","44.3","669","Democrat","50.0","0","Republican","0.0","281","Republican","23.599999999999998","238","Republican","20.0","0","Democrat","0.0","0","Republican","0.0","6","N/A","0.4","0","Republican","0.0","0","Republican","0.0","78","Republican","6.5","0","N/A","0.0"
"Chatham","North Carolina","NC","0","Republican","0.0","5510","Democrat","40.9","0","Republican","0.0","0","Republican","0.0","3121","Republican","34.8","7406","Democrat","55.00000000000001","0","Republican","0.0","1518","Republican","16.9","720","Republican","8.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","3404","Republican","38.0","0","N/A","0.0"
"Chattahoochee","Georgia","GA","14","Republican","4.3999999999999995","40","Democrat","17.9","0","Republican","0.0","0","Republican","0.0","175","Republican","54.50000000000001","182","Democrat","81.3","0","Republican","0.0","8","Republican","2.5","30","Republican","9.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","89","Republican","27.700000000000003","0","N/A","0.0"
"Chattooga","Georgia","GA","292","Republican","9.0","302","Democrat","34.0","0","Republican","0.0","0","Republican","0.0","1674","Republican","51.7","566","Democrat","63.7","0","Republican","0.0","74","Republican","2.3","523","Republican","16.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","635","Republican","19.6","0","N/A","0.0"
"Chautauqua","New York","NY","0","Republican","0.0","4081","Democrat","54.0","0","Republican","0.0","0","Republican","0.0","4648","Republican","54.1","3483","Democrat","46.0","0","Republican","0.0","2098","Republican","24.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1838","Republican","21.4","0","N/A","0.0"
"Chaves","New Mexico","NM","0","Republican","0.0","950","Democrat","43.4","0","Republican","0.0","0","Republican","0.0","3612","Republican","76.9","1238","Democrat","56.60000000000001","0","Republican","0.0","202","Republican","4.3","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","553","Republican","11.799999999999999","0","N/A","0.0"
"Cheatham","Tennessee","TN","419","Republican","7.3","801","Democrat","42.199999999999996","0","Republican","0.0","0","Republican","0.0","2530","Republican","44.3","1065","Democrat","56.2","0","Republican","0.0","211","Republican","3.7000000000000006","848","Republican","14.800000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1624","Republican","28.4","0","N/A","0.0"
"Chebeague Island","Maine","ME","0","Republican","0.0","1","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Cheboygan","Michigan","MI","0","Republican","0.0","1318","Democrat","55.60000000000001","0","Republican","0.0","0","Republican","0.0","2089","Republican","46.1","1010","Democrat","42.6","0","Republican","0.0","815","Republican","18.0","354","Republican","7.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1082","Republican","23.9","0","N/A","0.0"
"Chelan","Washington","WA","0","Republican","0.0","160","Democrat","71.7","0","Republican","0.0","0","Republican","0.0","5717","Republican","78.2","63","Democrat","28.300000000000004","0","Republican","0.0","651","Republican","8.9","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","635","Republican","8.7","0","N/A","0.0"
"Chelmsford","Massachusetts","MA","101","Republican","1.9","3704","Democrat","54.29999999999999","0","Republican","0.0","0","Republican","0.0","2505","Republican","47.8","3021","Democrat","44.3","0","Republican","0.0","1035","Republican","19.7","959","Republican","18.3","0","Democrat","0.0","0","Republican","0.0","56","N/A","0.8","0","Republican","0.0","0","Republican","0.0","499","Republican","9.5","0","N/A","0.0"
"Chelsea","Massachusetts","MA","16","Republican","2.1","1531","Democrat","39.900000000000006","0","Republican","0.0","0","Republican","0.0","466","Republican","60.4","2268","Democrat","59.0","0","Republican","0.0","85","Republican","11.0","116","Republican","15.0","0","Democrat","0.0","0","Republican","0.0","18","N/A","0.5","0","Republican","0.0","0","Republican","0.0","63","Republican","8.2","0","N/A","0.0"
"Chelsea","Maine","ME","0","Republican","0.0","3","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","3","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Chelsea","Vermont","VT","6","Republican","4.2","185","Democrat","90.2","0","Republican","0.0","0","Republican","0.0","43","Republican","30.099999999999998","20","Democrat","9.8","0","Republican","0.0","42","Republican","29.4","28","Republican","19.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","13","Republican","9.1","0","N/A","0.0"
"Chemung","New York","NY","0","Republican","0.0","2564","Democrat","50.4","0","Republican","0.0","0","Republican","0.0","3982","Republican","50.2","2520","Democrat","49.6","0","Republican","0.0","2248","Republican","28.300000000000004","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1703","Republican","21.5","0","N/A","0.0"
"Chenango","New York","NY","0","Republican","0.0","1494","Democrat","60.9","0","Republican","0.0","0","Republican","0.0","2384","Republican","51.4","958","Democrat","39.1","0","Republican","0.0","1258","Republican","27.1","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1000","Republican","21.5","0","N/A","0.0"
"Cherokee","Alabama","AL","534","Republican","10.0","268","Democrat","24.9","0","Republican","0.0","0","Republican","0.0","2777","Republican","52.1","712","Democrat","66.1","0","Republican","0.0","151","Republican","2.8000000000000003","810","Republican","15.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","921","Republican","17.299999999999997","0","N/A","0.0"
"Cherokee","Georgia","GA","2522","Republican","5.0","4438","Democrat","47.599999999999994","0","Republican","0.0","0","Republican","0.0","18460","Republican","36.70000000000001","4837","Democrat","51.800000000000004","0","Republican","0.0","2472","Republican","4.9","13465","Republican","26.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","12886","Republican","25.6","0","N/A","0.0"
"Cherokee","Iowa","IA","119","Republican","14.2","218","Democrat","54.6","11","Republican","1.3","5","Republican","0.6","248","Republican","29.600000000000005","181","Democrat","45.4","16","Republican","1.9","5","Republican","0.6","243","Republican","28.999999999999996","0","Democrat","0.0","17","Republican","2.0","0","N/A","0.0","12","Republican","1.4000000000000001","5","Republican","0.6","157","Republican","18.7","0","N/A","0.0"
"Cherokee","North Carolina","NC","0","Republican","0.0","1021","Democrat","43.70000000000001","0","Republican","0.0","0","Republican","0.0","2843","Republican","50.4","1024","Democrat","43.9","0","Republican","0.0","450","Republican","8.0","351","Republican","6.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1833","Republican","32.5","0","N/A","0.0"
"Cherokee","Oklahoma","OK","309","Republican","9.3","2897","Democrat","55.39999999999999","0","Republican","0.0","0","Republican","0.0","920","Republican","27.6","2023","Democrat","38.7","0","Republican","0.0","95","Republican","2.8000000000000003","882","Republican","26.400000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1067","Republican","32.0","0","N/A","0.0"
"Cherokee","South Carolina","SC","879","Republican","10.2","514","Democrat","21.4","0","Republican","0.0","0","Republican","0.0","3616","Republican","42.0","1870","Democrat","77.9","382","Republican","4.3999999999999995","308","Republican","3.6000000000000005","1449","Republican","16.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1978","Republican","23.0","0","N/A","0.0"
"Cherokee","Texas","TX","406","Republican","4.8","323","Democrat","24.2","0","Republican","0.0","0","Republican","0.0","2350","Republican","27.500000000000004","989","Democrat","74.2","0","Republican","0.0","207","Republican","2.4","767","Republican","9.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","4562","Republican","53.400000000000006","0","N/A","0.0"
"Cherry","Nebraska","NE","0","Republican","0.0","11","Democrat","35.5","0","Republican","0.0","0","Republican","0.0","1220","Republican","67.4","20","Democrat","64.5","0","Republican","0.0","136","Republican","7.5","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","339","Republican","18.7","0","N/A","0.0"
"Cherryfield","Maine","ME","0","Republican","0.0","2","Democrat","66.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","33.300000000000004","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Chesapeake","Virginia","VA","2173","Republican","7.6","5551","Democrat","25.5","0","Republican","0.0","0","Republican","0.0","11421","Republican","39.800000000000004","16126","Democrat","74.1","0","Republican","0.0","1737","Republican","6.0","8853","Republican","30.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","4259","Republican","14.800000000000002","0","N/A","0.0"
"Cheshire","Connecticut","CT","0","Republican","0.0","1254","Democrat","47.9","0","Republican","0.0","0","Republican","0.0","1364","Republican","56.60000000000001","1342","Democrat","51.2","0","Republican","0.0","694","Republican","28.800000000000004","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","312","Republican","12.9","0","N/A","0.0"
"Cheshire","Massachusetts","MA","17","Republican","6.0","321","Democrat","55.00000000000001","0","Republican","0.0","0","Republican","0.0","163","Republican","57.60000000000001","257","Democrat","44.0","0","Republican","0.0","28","Republican","9.9","30","Republican","10.6","0","Democrat","0.0","0","Republican","0.0","3","N/A","0.5","0","Republican","0.0","0","Republican","0.0","33","Republican","11.700000000000001","0","N/A","0.0"
"Cheshire","New Hampshire","NH","518","Republican","3.933181473044799","12471","Democrat","70.70930430345297","565","Republican","4.290053151100987","763","Republican","5.7934700075930134","4543","Republican","34.49506454062263","5166","Democrat","29.290695696547033","1501","Republican","11.397114654517845","2178","Republican","16.537585421412302","1237","Republican","9.392558845861807","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1865","Republican","14.160971905846619","0","N/A","0.0"
"Chester","Connecticut","CT","0","Republican","0.0","361","Democrat","55.89999999999999","0","Republican","0.0","0","Republican","0.0","133","Republican","49.6","277","Democrat","42.9","0","Republican","0.0","103","Republican","38.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","27","Republican","10.100000000000001","0","N/A","0.0"
"Chester","Massachusetts","MA","5","Republican","2.5","100","Democrat","60.199999999999996","0","Republican","0.0","0","Republican","0.0","107","Republican","54.29999999999999","64","Democrat","38.6","0","Republican","0.0","29","Republican","14.7","30","Republican","15.2","0","Democrat","0.0","0","Republican","0.0","1","N/A","0.6","0","Republican","0.0","0","Republican","0.0","21","Republican","10.7","0","N/A","0.0"
"Chester","Maine","ME","0","Republican","0.0","1","Democrat","100.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Chester","Pennsylvania","PA","0","Republican","0.0","26046","Democrat","44.0","0","Republican","0.0","0","Republican","0.0","35577","Republican","46.800000000000004","32985","Democrat","55.7","0","Republican","0.0","23855","Republican","31.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","14996","Republican","19.7","0","N/A","0.0"
"Chester","South Carolina","SC","284","Republican","8.5","492","Democrat","20.0","0","Republican","0.0","0","Republican","0.0","1403","Republican","42.1","1962","Democrat","79.6","126","Republican","3.8","119","Republican","3.6000000000000005","553","Republican","16.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","844","Republican","25.4","0","N/A","0.0"
"Chester","Tennessee","TN","319","Republican","12.8","143","Democrat","28.800000000000004","0","Republican","0.0","0","Republican","0.0","1023","Republican","41.199999999999996","342","Democrat","69.0","0","Republican","0.0","63","Republican","2.5","379","Republican","15.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","651","Republican","26.200000000000003","0","N/A","0.0"
"Chester","Vermont","VT","13","Republican","4.0","592","Democrat","88.4","0","Republican","0.0","0","Republican","0.0","105","Republican","32.1","78","Democrat","11.600000000000001","0","Republican","0.0","82","Republican","25.1","72","Republican","22.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","40","Republican","12.2","0","N/A","0.0"
"Chesterfield","Massachusetts","MA","5","Republican","3.8","225","Democrat","71.4","0","Republican","0.0","0","Republican","0.0","68","Republican","51.1","90","Democrat","28.6","0","Republican","0.0","27","Republican","20.3","13","Republican","9.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","16","Republican","12.0","0","N/A","0.0"
"Chesterfield","South Carolina","SC","246","Republican","5.5","446","Democrat","16.7","0","Republican","0.0","0","Republican","0.0","1806","Republican","40.1","2209","Democrat","82.8","180","Republican","4.0","139","Republican","3.1","695","Republican","15.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1434","Republican","31.900000000000002","0","N/A","0.0"
"Chesterfield","Virginia","VA","2772","Republican","5.2","11510","Democrat","33.5","0","Republican","0.0","0","Republican","0.0","18051","Republican","33.6","22674","Democrat","66.1","0","Republican","0.0","3792","Republican","7.000000000000001","18762","Republican","34.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","9954","Republican","18.5","0","N/A","0.0"
"Chesterville","Maine","ME","0","Republican","0.0","2","Democrat","66.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","33.300000000000004","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Cheyenne","Colorado","CO","0","Republican","0.0","4","Democrat","40.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","5","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Cheyenne","Nebraska","NE","0","Republican","0.0","44","Democrat","61.1","0","Republican","0.0","0","Republican","0.0","1130","Republican","68.8","28","Democrat","38.9","0","Republican","0.0","137","Republican","8.3","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","238","Republican","14.499999999999998","0","N/A","0.0"
"Chicago","Illinois","IL","0","Republican","0.0","311225","Democrat","45.4","0","Republican","0.0","0","Republican","0.0","32858","Republican","38.7","366954","Democrat","53.6","0","Republican","0.0","21654","Republican","25.5","10466","Republican","12.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","17737","Republican","20.9","0","N/A","0.0"
"Chickasaw","Iowa","IA","57","Republican","9.5","233","Democrat","38.9","27","Republican","4.5","2","Republican","0.3","166","Republican","27.6","360","Democrat","60.099999999999994","11","Republican","1.8000000000000003","3","Republican","0.5","143","Republican","23.799999999999997","6","Democrat","1.0","6","Republican","1.0","0","N/A","0.0","18","Republican","3.0","6","Republican","1.0","161","Republican","26.8","0","N/A","0.0"
"Chickasaw","Mississippi","MS","0","Republican","0.0","263","Democrat","15.6","0","Republican","0.0","0","Republican","0.0","1056","Republican","51.6","1398","Democrat","83.1","0","Republican","0.0","95","Republican","4.6","96","Republican","4.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","721","Republican","35.2","0","N/A","0.0"
"Chicopee","Massachusetts","MA","126","Republican","2.9000000000000004","3893","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","2501","Republican","57.4","3741","Democrat","48.1","0","Republican","0.0","586","Republican","13.5","547","Republican","12.6","0","Democrat","0.0","0","Republican","0.0","84","N/A","1.0999999999999999","0","Republican","0.0","0","Republican","0.0","492","Republican","11.3","0","N/A","0.0"
"Chicot","Arkansas","AR","35","Republican","4.3","247","Democrat","14.6","0","Republican","0.0","0","Republican","0.0","416","Republican","51.1","1370","Democrat","81.1","0","Republican","0.0","20","Republican","2.5","162","Republican","19.900000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","152","Republican","18.7","0","N/A","0.0"
"Childress","Texas","TX","59","Republican","6.0","34","Democrat","37.0","0","Republican","0.0","0","Republican","0.0","285","Republican","28.999999999999996","54","Democrat","58.70000000000001","0","Republican","0.0","17","Republican","1.7000000000000002","122","Republican","12.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","444","Republican","45.1","0","N/A","0.0"
"Chilmark","Massachusetts","MA","1","Republican","1.4000000000000001","220","Democrat","57.60000000000001","0","Republican","0.0","0","Republican","0.0","28","Republican","40.0","162","Democrat","42.4","0","Republican","0.0","25","Republican","35.7","9","Republican","12.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","6","Republican","8.6","0","N/A","0.0"
"Chilton","Alabama","AL","1149","Republican","10.8","289","Democrat","24.6","0","Republican","0.0","0","Republican","0.0","5273","Republican","49.3","860","Democrat","73.1","0","Republican","0.0","218","Republican","2.0","1436","Republican","13.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2328","Republican","21.8","0","N/A","0.0"
"China","Maine","ME","0","Republican","0.0","6","Democrat","60.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","4","Democrat","40.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Chippewa","Michigan","MI","0","Republican","0.0","1789","Democrat","57.99999999999999","0","Republican","0.0","0","Republican","0.0","1959","Republican","40.2","1230","Democrat","39.900000000000006","0","Republican","0.0","904","Republican","18.5","427","Republican","8.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1320","Republican","27.1","0","N/A","0.0"
"Chippewa","Wisconsin","WI","0","Republican","0.0","5114","Democrat","55.7","0","Republican","0.0","0","Republican","0.0","5832","Republican","45.7","4021","Democrat","43.8","0","Republican","0.0","1099","Republican","8.6","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","5542","Republican","43.4","0","N/A","0.0"
"Chittenden","Vermont","VT","6","Republican","2.6","254","Democrat","90.4","0","Republican","0.0","0","Republican","0.0","65","Republican","28.6","27","Democrat","9.6","0","Republican","0.0","98","Republican","43.20000000000001","36","Republican","15.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","20","Republican","8.8","0","N/A","0.0"
"Choctaw","Alabama","AL","169","Republican","7.9","273","Democrat","12.4","0","Republican","0.0","0","Republican","0.0","1070","Republican","49.9","1772","Democrat","80.2","0","Republican","0.0","68","Republican","3.2","315","Republican","14.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","451","Republican","21.0","0","N/A","0.0"
"Choctaw","Mississippi","MS","0","Republican","0.0","93","Democrat","15.1","0","Republican","0.0","0","Republican","0.0","765","Republican","47.699999999999996","517","Democrat","83.9","0","Republican","0.0","102","Republican","6.4","69","Republican","4.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","621","Republican","38.7","0","N/A","0.0"
"Choctaw","Oklahoma","OK","58","Republican","8.2","745","Democrat","56.39999999999999","0","Republican","0.0","0","Republican","0.0","306","Republican","43.20000000000001","384","Democrat","28.999999999999996","0","Republican","0.0","24","Republican","3.4000000000000004","78","Republican","11.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","233","Republican","32.9","0","N/A","0.0"
"Chouteau","Montana","MT","0","Republican","0.0","181","Democrat","37.7","0","Republican","0.0","0","Republican","0.0","865","Republican","70.8","276","Democrat","57.49999999999999","0","Republican","0.0","95","Republican","7.8","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","93","Republican","7.6","0","N/A","0.0"
"Chowan","North Carolina","NC","0","Republican","0.0","470","Democrat","29.799999999999997","0","Republican","0.0","0","Republican","0.0","694","Republican","43.5","974","Democrat","61.8","0","Republican","0.0","178","Republican","11.200000000000001","109","Republican","6.800000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","576","Republican","36.1","0","N/A","0.0"
"Christian","Illinois","IL","0","Republican","0.0","1526","Democrat","51.2","0","Republican","0.0","0","Republican","0.0","2392","Republican","44.2","1395","Democrat","46.800000000000004","0","Republican","0.0","606","Republican","11.200000000000001","295","Republican","5.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1963","Republican","36.3","0","N/A","0.0"
