"artist.gender","artist.name","artist.role","data.medium","data.thumbnail","data.title","data.url","dimensions.depth","dimensions.height","dimensions.width","metadata.acquisition date","metadata.creation decade","metadata.creation year","metadata.credit","artist.birth.location","artist.birth.year","artist.death.location","artist.death.year"
"Male","Ardizzone, Edward","artist","Watercolour on paper","http://www.tate.org.uk/art/images/work/T/T01/T01066_8.jpg","View from the Window of My Studio in Kent","http://www.tate.org.uk/art/artworks/ardizzone-view-from-the-window-of-my-studio-in-kent-t01066","0.0","406.0","264.0","1968","1960","1967","Presented by the Trustees of the Chantrey Bequest 1968","Hai Phng, Viet Nam","1900","Kent, United Kingdom","1979"
"Male","Ardon, Mordecai","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00608_8.jpg","Missa Dura: The Knight, Crystal Night, House No. 5","http://www.tate.org.uk/art/artworks/ardon-missa-dura-the-knight-crystal-night-house-no-5-t00608","0.0","520.0","195.0","1963","1950","1958","Presented by the Miriam Sacher Charitable Trust through the Friends of the Tate Gallery 1963","Tuchw, Polska","1896","Yerushalayim, Mehoz, Yisra'el","1992"
"Male","Arikha, Avigdor","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T06/T06638_8.jpg","Jerusalem Seen from the South","http://www.tate.org.uk/art/artworks/arikha-jerusalem-seen-from-the-south-t06638","0.0","657.0","502.0","1992","1980","1980","Presented by the artist 1992","Radauti, Romnia","1929","Paris, France","2010"
"Male","Arman","artist","Glass, wood, fabric, plastic, cork and metal","http://www.tate.org.uk/art/images/work/T/T03/T03381_8.jpg","Condition of Woman I","http://www.tate.org.uk/art/artworks/arman-condition-of-woman-i-t03381","320.0","462.0","1920.0","1982","1960","1960","Purchased 1982","Nice, France","1928","","2005"
"Male","Armfield, Maxwell Ashby","artist","Tempera on paper","","This England: Portrait of an Owner","http://www.tate.org.uk/art/artworks/armfield-this-england-portrait-of-an-owner-t01975","0.0","397.0","394.0","1975","1940","1943","Purchased 1975","Ringwood, United Kingdom","1881","","1972"
"Male","Armitage, Edward","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N00/N00759_8.jpg","The Remorse of Judas","http://www.tate.org.uk/art/artworks/armitage-the-remorse-of-judas-n00759","0.0","2013.0","1276.0","1866","1860","1866","Presented by the artist 1866","London, United Kingdom","1817","Royal Tunbridge Wells, United Kingdom","1896"
"Male","Armitage, Kenneth","artist","Gouache, household emulsion, gloss paint and charcoal on paper","","Study for Pandarus","http://www.tate.org.uk/art/artworks/armitage-study-for-pandarus-t13680","0.0","505.0","405.0","2013","1960","1964","Presented by the Kenneth Armitage Foundation 2012","Leeds, United Kingdom","1916","","2002"
"Male","Armstead, Henry Hugh","artist","Marble","http://www.tate.org.uk/art/images/work/N/N02/N02054_8.jpg","Hero and Leander","http://www.tate.org.uk/art/artworks/armstead-hero-and-leander-n02054","0.0","1829.0","1257.0","1906","1870","1875","Bequeathed by the artist 1906","London, United Kingdom","1828","","1905"
"Male","Armstrong, John","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01061_8.jpg","Tocsin III","http://www.tate.org.uk/art/artworks/armstrong-tocsin-iii-t01061","0.0","914.0","711.0","1968","1960","1967","Presented by the Trustees of the Chantrey Bequest 1968","Hastings, United Kingdom","1893","","1973"
"Male","Arnald, George","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01156_8.jpg","View on the Ouse at York","http://www.tate.org.uk/art/artworks/arnald-view-on-the-ouse-at-york-n01156","0.0","1410.0","1118.0","1884","1800","1803","Purchased 1884","Berkshire, United Kingdom","1763","","1841"
"Male","Arnatt, Keith","artist","Photograph, colour, on paper","http://www.tate.org.uk/art/images/work/T/T13/T13171_8.jpg","Pictures from a Rubbish Tip","http://www.tate.org.uk/art/artworks/arnatt-pictures-from-a-rubbish-tip-t13171","0.0","608.0","506.0","2010","1980","1988","Presented by the artist's estate 2009","Oxford, United Kingdom","1930","","2008"
"Male","Arp, Jean","artist","Oil paint on board","http://www.tate.org.uk/art/images/work/T/T05/T05504_8.jpg","Moustaches","http://www.tate.org.uk/art/artworks/arp-moustaches-t05504","0.0","227.0","307.0","1988","1920","1925","Presented by Mr and Mrs Robert Lewin through the Friends of the Tate Gallery 1988","Strasburg, Deutschland","1886","Basel, Schweiz","1966"
"Male","Art & Language (Harold Hurrell)","artist","77 sheets of printed paper, paper cover and detachable plastic grip","","[Fluidic Device]","http://www.tate.org.uk/art/artworks/art-language-harold-hurrell-fluidic-device-p13187","9.0","280.0","207.0","2012","1960","1968","Transferred from Tate Library 2011","","1940","","0"
"Male","Art & Language (Ian Burn)","artist","13 sheets of printed paper, paper and plastic cover and detachable plastic grip","","Mirror Piece","http://www.tate.org.uk/art/artworks/art-language-ian-burn-mirror-piece-p80072","0.0","223.0","287.0","2012","1960","1967","Purchased 2011","Geelong, Australia","1939","","1993"
"","Art & Language (Ian Burn, 1939-1993; Mel Ramsden, born 1944)","artist","10 sheets of printed paper, paper cover and detachable plastic grip","","The Grammarian","http://www.tate.org.uk/art/artworks/art-language-ian-burn-the-grammarian-p80065","0.0","218.0","280.0","2012","1970","1970","Purchased 2011","","0","","0"
"Male","Art & Language (Michael Baldwin)","artist","Mirror on canvas","http://www.tate.org.uk/art/images/work/T/T12/T12331_8.jpg","Untitled Painting","http://www.tate.org.uk/art/artworks/art-language-michael-baldwin-untitled-painting-t12331","75.0","583.0","816.0","2007","1960","1965","Presented by Tate Patrons 2007","Chipping Norton, United Kingdom","1945","","0"
"","Art & Language (Michael Baldwin, born 1945; Mel Ramsden, born 1944)","artist","Enamel paint on canvas","http://www.tate.org.uk/art/images/work/T/T12/T12406_8.jpg","Portrait of V.I. Lenin with Cap, in the Style of Jackson Pollock III","http://www.tate.org.uk/art/artworks/art-language-michael-baldwin-portrait-of-vi-lenin-with-cap-in-the-style-of-jackson-pollock-t12406","0.0","2134.0","2424.0","2007","1980","1980","Presented by Tate Members 2007","","1944","","0"
"","Art & Language (Terry Atkinson, born 1939; David Bainbridge, born 1941; Michael Baldwin, born 1945; Harold Hurrell, born","artist","22 sheets of printed paper, card cover and staple bound","","Olivet Discourse","http://www.tate.org.uk/art/artworks/art-language-terry-atkinson-olivet-discourse-p13190","3.0","223.0","283.0","2012","1970","1971","Transferred from Tate Library 2011","","1967","","0"
"","Art & Language (Terry Atkinson, born 1939; Michael Baldwin, born 1945)","artist","9 sheets of printed paper, card cover and staple bound","","Intention II: Draft for a Text Book Section","http://www.tate.org.uk/art/artworks/art-language-terry-atkinson-intention-ii-draft-for-a-text-book-section-p80071","1.5","210.0","300.0","2012","1970","1972","Purchased with funds provided by the Brian and Nancy Pattenden Bequest 2011","","1939","","0"
"Male","Artaud, William","artist","Graphite, ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08736_8.jpg","A Dinner Party","http://www.tate.org.uk/art/artworks/artaud-a-dinner-party-t08736","0.0","230.0","247.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","London, United Kingdom","1763","London, United Kingdom","1823"
"Male","Artschwager, Richard","artist","Wood","http://www.tate.org.uk/art/images/work/T/T07/T07141_8.jpg","Door/Door II","http://www.tate.org.uk/art/artworks/artschwager-doordoor-ii-t07141","310.0","3460.0","2065.0","1996","1980","1984","Presented by Janet Wolfson de Botton 1996","Washington, United States","1923","","2013"
"Male","Askew, Victor","artist","Oil paint on canvas","","The Studio, St Johns Wood","http://www.tate.org.uk/art/artworks/askew-the-studio-st-johns-wood-n05861","0.0","698.0","787.0","1948","1940","1948","Presented by the Trustees of the Chantrey Bequest 1948","Rotherham, United Kingdom","1909","Hertfordshire, United Kingdom","1974"
"Male","Ataman, Kutlug","artist","Video, 4 projections, colour and sound","","Women Who Wear Wigs","http://www.tate.org.uk/art/artworks/ataman-women-who-wear-wigs-t13256","0.0","0.0","0.0","2011","1990","1999","Purchased with funds provided by the Middle East North Africa Acquisitions Committee 2011","Istanbul, Trkiye","1961","","0"
"Male","Atay, Fikret","artist","Video, projection, colour and sound","","Fast and Best","http://www.tate.org.uk/art/artworks/atay-fast-and-best-t11809","0.0","0.0","0.0","2004","2000","2003","Purchased with funds provided by the 2003 Outset Frieze Acquisitions Fund for Tate 2003","Batman, Trkiye","1974","","0"
"Male","Atkins, Ed","artist","Video, high definition, colour and sound (stereo)","","Death Mask II: The Scent","http://www.tate.org.uk/art/artworks/atkins-death-mask-ii-the-scent-t13450","0.0","0.0","0.0","2012","2010","2010","Purchased with funds provided by the Brian and Nancy Pattenden Bequest 2012 ","United Kingdom","1982","","0"
"Male","Atkins, Samuel","artist","Watercolour on paper","http://www.tate.org.uk/art/images/work/T/T00/T00964_8.jpg","Shakespeares Cliff, Dover","http://www.tate.org.uk/art/artworks/atkins-shakespeares-cliff-dover-t00964","0.0","479.0","340.0","1967","0","0","Presented by the Art Fund (Herbert Powell Bequest) 1967","","1787","","1808"
"Male","Atkinson, Conrad","artist","126 photographs, colour on paper and typewritten paper mounted onto board","http://www.tate.org.uk/art/images/work/T/T13/T13258_8.jpg","Northern Ireland 1968 - May Day 1975","http://www.tate.org.uk/art/artworks/atkinson-northern-ireland-1968-may-day-1975-t13258","0.0","0.0","0.0","2011","1970","1975","Purchased 2010","Cumbria, United Kingdom","1940","","0"
"Male","Atkinson, John Augustus","artist","Graphite, watercolour and ink on paper","http://www.tate.org.uk/art/images/work/T/T10/T10244_8.jpg","A Belgian Waggon with Four Horses","http://www.tate.org.uk/art/artworks/atkinson-a-belgian-waggon-with-four-horses-t10244","0.0","321.0","216.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","London, United Kingdom","1775","","1830"
"Male","Atkinson, Lawrence","artist","Ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T00/T00717_8.jpg","The Lake","http://www.tate.org.uk/art/artworks/atkinson-the-lake-t00717","0.0","368.0","254.0","1965","1910","1915","Purchased 1965","","1873","","1931"
"Male","Atkinson, Terry","artist","Acrylic paint, yoghurt pot, paper, foam on canvas","","Postcard from Trotsky in Gdansk to Svetlana Stalin and Malcolm Muggeridge, dated 1983 The blood of Christ certainly passeth all understanding.","http://www.tate.org.uk/art/artworks/atkinson-postcard-from-trotsky-in-gdansk-to-svetlana-stalin-and-malcolm-muggeridge-dated-t12835","0.0","2134.0","1524.0","2008","1980","1982","Presented by Tate Members 2009","Barnsley, United Kingdom","1939","","0"
"Male","Atlan, Jean-Michel","artist","Oil paint on canvas","","Baal the Warrior","http://www.tate.org.uk/art/artworks/atlan-baal-the-warrior-t00300","0.0","1295.0","1626.0","1959","1950","1953","Presented by Mr and Mrs Alexander Margulies 1959","Qacentina, Al-Jaza'ir","1913","Paris, France","1960"
"","Atlas Group","artist","100 digital prints on paper, ink on paper and wall text","http://www.tate.org.uk/art/images/work/T/T11/T11912_8.jpg","My Neck is Thinner than a Hair: Engines","http://www.tate.org.uk/art/artworks/atlas-group-raad-my-neck-is-thinner-than-a-hair-engines-t11912","0.0","0.0","0.0","2004","2000","2000","Purchased using funds provided by the 2004 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2005","","1999","","0"
"Male","Atlas, Charles","artist","Film, Super 8 mm, shown as video, 10 monitors, colour and audio, 4 channels, lights","","Joints 4tet Ensemble","http://www.tate.org.uk/art/artworks/atlas-joints-4tet-ensemble-t13849","0.0","0.0","0.0","2013","1970","1971","Purchased with funds provided by the American Fund for the Tate Gallery 2013","Saint Louis City, United States","1958","","0"
"Male","Attia, Kader","artist","Concrete","","Untitled (Concrete Blocks)","http://www.tate.org.uk/art/artworks/attia-untitled-concrete-blocks-t13257","0.0","0.0","0.0","2011","2000","2008","Purchased with funds provided by the Middle East North Africa Acquisitions Committee 2010","Dugny, France","1970","","0"
"Female","Atwood, Clare","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04881_8.jpg","John Gielguds Room","http://www.tate.org.uk/art/artworks/atwood-john-gielguds-room-n04881","0.0","762.0","629.0","1937","1930","1933","Presented by Mrs E.L. Shute 1937","Richmond, United Kingdom","1866","Tenterden, United Kingdom","1962"
"Male","Auerbach, Arnold","artist","Bronze","","Torso Form","http://www.tate.org.uk/art/artworks/auerbach-torso-form-t04112","146.0","195.0","815.0","1985","1920","1928","Presented by Galerie Huber und Reichard and Mrs Jean M. Auerbach, the artist's widow 1985","Liverpool, United Kingdom","1898","","1978"
"Male","Auerbach, Frank","artist","Crayon on paper","http://www.tate.org.uk/art/images/work/T/T07/T07631_8.jpg","Sketch from Sickerts Lady Martin","http://www.tate.org.uk/art/artworks/auerbach-sketch-from-sickerts-lady-martin-t07631","0.0","253.0","293.0","2000","1970","1977","Presented anonymously 2000","Berlin, Deutschland","1931","","0"
"Male","Aumonier, James","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01962_8.jpg","The Black Mountains","http://www.tate.org.uk/art/artworks/aumonier-the-black-mountains-n01962","0.0","1829.0","1219.0","1905","1900","1905","Presented by the Trustees of the Chantrey Bequest 1905","","1832","","1911"
"Male","Austen, David","artist","Lithograph on paper","","[no title]","http://www.tate.org.uk/art/artworks/austen-no-title-p13292","0.0","255.0","360.0","2013","1990","1991","Presented by the American Fund for the Tate Gallery, courtesy of Eileen and Peter Norton 2012","Harlow, United Kingdom","1960","","0"
"Male","Austin, Robert","artist","Intaglio print on paper","http://www.tate.org.uk/art/images/work/P/P07/P07001_8.jpg","Woman Milking Goat","http://www.tate.org.uk/art/artworks/austin-woman-milking-goat-p07001","0.0","117.0","114.0","1926","1920","1925","Purchased 1926","Leicester, United Kingdom","1895","","1973"
"Male","Avedon, Richard","artist","3 photographs, gelatin silver print on paper","http://www.tate.org.uk/art/images/work/P/P13/P13101_8.jpg","Andy Warhol and Members of the Factory, 30 October 1969","http://www.tate.org.uk/art/artworks/avedon-andy-warhol-and-members-of-the-factory-30-october-1969-p13101","0.0","0.0","0.0","2010","1960","1969","Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009","New York, United States","1923","San Antonio, United States","2004"
"Male","Avery, Charles","artist","Graphite, ink and gouache on paper","","Untitled (View of the Port at Onomatopoeia)","http://www.tate.org.uk/art/artworks/avery-untitled-view-of-the-port-at-onomatopoeia-t13392","0.0","5100.0","2400.0","2012","2000","2009","Purchased 2011","Oban, United Kingdom","1973","","0"
