"Name","Number of Permits.1 unit","Number of Permits.2 units","Number of Permits.3-4 units","Number of Permits.5+ units","Period.full","Period.month","Period.month name","Period.year","Valuations.1 unit","Valuations.2 units","Valuations.3-4 units","Valuations.5+ units"
"Arkansas","629","78","25","186","2008/05","5","May","2008","84191","4861","1768","9410"
"New Mexico","540","0","13","48","2008/05","5","May","2008","106727","0","1263","3681"
"Indiana","1294","24","32","288","2008/05","5","May","2008","237326","2525","2748","20390"
"Maryland","772","0","0","373","2008/05","5","May","2008","133750","0","0","66850"
"Texas","8006","210","97","4394","2008/05","5","May","2008","1460971","15330","7652","285088"
"Wyoming","219","0","0","55","2008/05","5","May","2008","44914","0","0","2404"
"Tennessee","1675","50","19","53","2008/05","5","May","2008","256953","3725","1685","4403"
"Iowa","738","12","34","55","2008/05","5","May","2008","129096","1021","1899","6206"
"Wisconsin","1363","56","11","425","2008/05","5","May","2008","261517","8122","1160","46152"
"Arizona","2050","12","63","558","2008/05","5","May","2008","410076","1250","3167","26039"
"Louisiana","1090","44","6","420","2008/05","5","May","2008","158439","3228","573","26748"
"Michigan","1085","10","13","213","2008/05","5","May","2008","190401","1139","1515","18564"
"Kansas","480","14","6","46","2008/05","5","May","2008","88520","1397","450","3254"
"Utah","995","36","83","132","2008/05","5","May","2008","191811","3748","20030","18030"
"Virginia","1818","6","18","428","2008/05","5","May","2008","337402","1152","689","58153"
"Oregon","901","14","6","433","2008/05","5","May","2008","195681","1908","941","56141"
"Connecticut","287","12","3","227","2008/05","5","May","2008","80074","1153","950","25783"
"District of Columbia","15","0","0","0","2008/05","5","May","2008","2700","0","0","0"
"New Hampshire","223","2","4","40","2008/05","5","May","2008","49560","300","290","3536"
"Massachusetts","510","26","15","468","2008/05","5","May","2008","122131","3461","4350","82718"
"West Virginia","192","2","0","16","2008/05","5","May","2008","30953","144","0","1141"
"South Carolina","2206","10","15","240","2008/05","5","May","2008","421264","437","1689","26133"
"Vermont","93","4","0","34","2008/05","5","May","2008","28202","476","0","2436"
"Delaware","239","10","20","30","2008/05","5","May","2008","28254","1157","2390","1706"
"North Dakota","239","2","8","40","2008/05","5","May","2008","45449","219","600","1780"
"California","3506","138","131","3556","2008/05","5","May","2008","886643","16428","18682","430362"
"Pennsylvania","1932","20","61","410","2008/05","5","May","2008","358330","602","5130","36629"
"Florida","3831","98","29","1496","2008/05","5","May","2008","821031","12004","4306","125247"
"Kentucky","641","46","138","137","2008/05","5","May","2008","104359","3278","5693","8402"
"Rhode Island","91","4","6","18","2008/05","5","May","2008","20013","208","997","546"
"Nebraska","529","14","0","40","2008/05","5","May","2008","83307","973","0","6609"
"Missouri","739","20","26","247","2008/05","5","May","2008","156604","1904","1845","14678"
"Ohio","1786","34","30","190","2008/05","5","May","2008","331683","3528","2855","9760"
"Alabama","1204","14","16","104","2008/05","5","May","2008","187224","635","1425","6789"
"South Dakota","410","18","0","38","2008/05","5","May","2008","65733","2032","0","3544"
"Alaska","92","4","7","9","2008/05","5","May","2008","18364","1037","1237","200"
"Colorado","1334","6","11","1074","2008/05","5","May","2008","363073","926","2035","258514"
"Idaho","763","12","22","0","2008/05","5","May","2008","133392","934","1151","0"
"New Jersey","788","48","36","1030","2008/05","5","May","2008","166523","5176","3335","102438"
"Washington","1788","54","144","962","2008/05","5","May","2008","387410","10301","14227","186875"
"North Carolina","4132","22","83","725","2008/05","5","May","2008","811143","1939","6589","61840"
"Maine","322","2","10","88","2008/05","5","May","2008","55505","300","1111","6076"
"New York","1318","86","113","4258","2008/05","5","May","2008","296259","9539","11867","420665"
"Montana","208","12","13","41","2008/05","5","May","2008","38254","1396","1954","2561"
"Nevada","894","4","17","387","2008/05","5","May","2008","139100","347","2167","36251"
"Hawaii","196","6","30","283","2008/05","5","May","2008","53778","1073","3620","44431"
"Mississippi","647","20","24","150","2008/06","6","June","2008","89414","1537","1277","9416"
"Oklahoma","748","48","3","30","2008/06","6","June","2008","135688","4256","262","1783"
"Minnesota","916","2","7","346","2008/06","6","June","2008","191529","400","897","27922"
"Illinois","1302","6","54","598","2008/06","6","June","2008","295611","530","7908","33543"
"Georgia","2445","20","29","875","2008/06","6","June","2008","403858","1824","3152","67646"
"Arkansas","521","40","66","235","2008/06","6","June","2008","71516","2759","3680","20452"
"New Mexico","542","2","13","112","2008/06","6","June","2008","109060","169","1104","9764"
"Indiana","1256","30","13","843","2008/06","6","June","2008","231749","2752","1580","43342"
"Maryland","905","0","9","740","2008/06","6","June","2008","169954","0","3000","67528"
"Texas","7876","236","119","2449","2008/06","6","June","2008","1402064","18494","6551","170644"
"Wyoming","208","0","16","106","2008/06","6","June","2008","47714","0","1400","5055"
"Tennessee","1537","24","57","186","2008/06","6","June","2008","236036","2331","2090","12978"
"Iowa","474","22","3","230","2008/06","6","June","2008","87246","2082","243","20983"
"Wisconsin","1122","18","34","314","2008/06","6","June","2008","203932","2071","3373","21586"
"Arizona","2021","86","7","855","2008/06","6","June","2008","409898","18609","1033","93072"
"Louisiana","967","44","10","188","2008/06","6","June","2008","151474","2822","717","13597"
"Michigan","1132","2","0","179","2008/06","6","June","2008","192216","319","0","17781"
"Kansas","405","6","3","89","2008/06","6","June","2008","74535","539","343","5142"
"Utah","781","16","32","223","2008/06","6","June","2008","158158","1953","3837","26411"
"Virginia","1905","26","24","744","2008/06","6","June","2008","345628","1361","2323","65403"
"Oregon","862","12","3","412","2008/06","6","June","2008","188698","1603","419","34661"
"Connecticut","264","14","0","489","2008/06","6","June","2008","66513","1337","0","33899"
"District of Columbia","8","0","0","0","2008/06","6","June","2008","2430","0","0","0"
"New Hampshire","240","14","11","126","2008/06","6","June","2008","51813","1149","1410","10600"
"Massachusetts","513","38","22","1502","2008/06","6","June","2008","117058","4262","2989","141044"
"West Virginia","211","2","0","87","2008/06","6","June","2008","37439","200","0","3820"
"South Carolina","2015","8","19","560","2008/06","6","June","2008","343340","582","1978","46374"
"Vermont","134","10","0","55","2008/06","6","June","2008","30027","1168","0","4852"
"Delaware","260","6","8","33","2008/06","6","June","2008","32833","641","1092","2854"
"North Dakota","149","0","0","36","2008/06","6","June","2008","27794","0","0","2292"
"California","3917","134","119","2542","2008/06","6","June","2008","958139","20016","21025","299818"
"Pennsylvania","1611","18","13","715","2008/06","6","June","2008","294264","1283","881","51134"
"Florida","3904","50","88","2520","2008/06","6","June","2008","826999","5770","15599","205429"
"Kentucky","651","14","24","244","2008/06","6","June","2008","101132","1125","983","12701"
"Rhode Island","65","6","3","66","2008/06","6","June","2008","16729","334","335","3095"
"Nebraska","504","8","3","188","2008/06","6","June","2008","71484","888","139","10505"
"Missouri","766","22","92","302","2008/06","6","June","2008","142216","1970","3961","21258"
"Ohio","1861","30","15","460","2008/06","6","June","2008","347674","2997","1463","76305"
"Alabama","1045","4","0","341","2008/06","6","June","2008","163632","271","0","46778"
"South Dakota","343","14","0","165","2008/06","6","June","2008","59948","2195","0","12570"
"Alaska","89","10","0","10","2008/06","6","June","2008","21800","2421","0","1546"
"Colorado","1290","2","6","618","2008/06","6","June","2008","325967","310","537","59177"
"Idaho","893","22","59","28","2008/06","6","June","2008","130383","1909","4639","3632"
"New Jersey","766","50","62","2302","2008/06","6","June","2008","145590","4658","3065","260434"
"Washington","1741","80","49","1199","2008/06","6","June","2008","355740","10617","6772","151495"
"North Carolina","3760","72","56","1642","2008/06","6","June","2008","677767","8691","3353","143965"
"Maine","270","4","3","270","2008/06","6","June","2008","52781","553","261","21673"
"New York","1378","176","188","18273","2008/06","6","June","2008","280813","18704","19265","1668822"
"Montana","242","6","4","0","2008/06","6","June","2008","37866","717","369","0"
"Nevada","962","4","44","1584","2008/06","6","June","2008","146986","536","3800","100178"
"Hawaii","280","4","6","226","2008/06","6","June","2008","69773","1100","678","71409"
"Mississippi","594","16","6","382","2008/07","7","July","2008","80828","1558","306","23078"
"Oklahoma","722","10","0","34","2008/07","7","July","2008","132084","1018","0","1697"
"Minnesota","978","4","0","204","2008/07","7","July","2008","185942","555","0","23215"
"Illinois","1277","38","80","747","2008/07","7","July","2008","289234","5295","10203","31897"
"Georgia","1871","12","16","777","2008/07","7","July","2008","325274","947","1489","68444"
"Arkansas","447","46","21","275","2008/07","7","July","2008","66173","2613","1083","13116"
"New Mexico","413","4","10","33","2008/07","7","July","2008","79149","437","1303","2530"
"Indiana","1289","34","12","212","2008/07","7","July","2008","230798","3639","666","26467"
"Maryland","839","0","0","793","2008/07","7","July","2008","145161","0","0","75132"
"Texas","7624","112","146","3813","2008/07","7","July","2008","1373193","9151","9679","328788"
"Wyoming","232","0","0","61","2008/07","7","July","2008","52335","0","0","2986"
"Tennessee","1329","14","47","579","2008/07","7","July","2008","211766","1303","2149","38886"
"Iowa","499","34","30","66","2008/07","7","July","2008","85480","2821","2138","9828"
"Wisconsin","1224","48","25","819","2008/07","7","July","2008","226520","5107","2414","52413"
"Arizona","1772","8","27","543","2008/07","7","July","2008","353334","844","344","42053"
"Louisiana","949","40","0","270","2008/07","7","July","2008","152827","2419","0","21019"
"Michigan","950","8","6","179","2008/07","7","July","2008","167883","1285","988","15981"
"Kansas","444","38","11","447","2008/07","7","July","2008","86364","3902","4092","43175"
"Utah","723","16","20","355","2008/07","7","July","2008","151664","1908","2601","39211"
"Virginia","1821","18","8","584","2008/07","7","July","2008","330365","1888","629","43500"
"Oregon","817","16","47","566","2008/07","7","July","2008","183268","2281","3549","79527"
"Connecticut","321","12","3","109","2008/07","7","July","2008","77523","685","113","11302"
"District of Columbia","31","2","0","107","2008/07","7","July","2008","4272","185","0","11134"
"New Hampshire","256","4","15","50","2008/07","7","July","2008","50709","466","1975","5325"
"Massachusetts","508","28","22","247","2008/07","7","July","2008","138995","3080","1941","23303"
"West Virginia","209","0","6","76","2008/07","7","July","2008","36457","0","507","2290"
"South Carolina","1781","14","0","1177","2008/07","7","July","2008","326129","975","0","181758"
"Vermont","134","2","0","19","2008/07","7","July","2008","26310","184","0","1519"
"Delaware","288","16","15","22","2008/07","7","July","2008","32371","1848","2328","1452"
"North Dakota","193","10","0","86","2008/07","7","July","2008","37230","825","0","4826"
"California","2981","108","161","1711","2008/07","7","July","2008","699057","15309","18234","262851"
"Pennsylvania","1736","44","39","221","2008/07","7","July","2008","302261","4532","3344","24605"
"Florida","3910","60","76","841","2008/07","7","July","2008","814453","6142","11810","80190"
"Kentucky","572","28","0","789","2008/07","7","July","2008","86958","1570","0","58325"
"Rhode Island","87","10","0","10","2008/07","7","July","2008","16998","749","0","263"
"Nebraska","540","18","8","82","2008/07","7","July","2008","87800","2460","640","4208"
"Missouri","714","126","60","181","2008/07","7","July","2008","135209","9640","4365","13005"
"Ohio","1584","18","111","337","2008/07","7","July","2008","305946","1573","9164","19048"
"Alabama","932","8","3","236","2008/07","7","July","2008","139713","393","600","28119"
"South Dakota","400","12","12","130","2008/07","7","July","2008","60190","1348","1125","10394"
"Alaska","86","2","8","0","2008/07","7","July","2008","21680","455","1403","0"
"Colorado","1141","36","24","429","2008/07","7","July","2008","307967","4533","4069","51765"
"Idaho","567","18","25","0","2008/07","7","July","2008","97864","1384","1621","0"
"New Jersey","817","58","122","283","2008/07","7","July","2008","173780","5459","6723","30439"
"Washington","1660","78","128","490","2008/07","7","July","2008","334560","12823","18084","55718"
"North Carolina","3807","46","7","2841","2008/07","7","July","2008","710559","4158","928","160190"
"Maine","314","12","0","18","2008/07","7","July","2008","53179","1154","0","2025"
"New York","1398","214","129","2648","2008/07","7","July","2008","299629","24072","11301","265498"
"Montana","226","8","9","17","2008/07","7","July","2008","39839","1118","1212","1641"
"Nevada","795","4","18","476","2008/07","7","July","2008","117286","356","1263","32493"
"Hawaii","223","4","8","112","2008/07","7","July","2008","69101","564","904","19664"
"Mississippi","453","14","12","211","2008/08","8","August","2008","65742","1037","1432","11910"
"Oklahoma","671","16","3","407","2008/08","8","August","2008","115732","1463","150","22479"
"Minnesota","736","8","0","154","2008/08","8","August","2008","147592","1012","0","16720"
"Illinois","1025","72","79","951","2008/08","8","August","2008","223167","5645","7695","27089"
"Georgia","1733","14","29","878","2008/08","8","August","2008","285399","953","3085","74462"
"Arkansas","331","18","8","325","2008/08","8","August","2008","52591","1519","325","14040"
"New Mexico","437","2","14","44","2008/08","8","August","2008","84769","126","1712","4717"
"Indiana","1108","26","22","525","2008/08","8","August","2008","198021","2312","2265","29169"
"Maryland","759","4","0","361","2008/08","8","August","2008","136232","311","0","37475"
"Texas","6584","76","100","5461","2008/08","8","August","2008","1174681","6515","7916","378709"
"Wyoming","149","2","4","36","2008/08","8","August","2008","34387","3972","134","1343"
"Tennessee","1205","78","76","273","2008/08","8","August","2008","200313","5176","6700","21557"
"Iowa","509","38","20","96","2008/08","8","August","2008","89383","3837","1431","8261"
"Wisconsin","968","60","42","340","2008/08","8","August","2008","196608","5495","5436","22867"
"Arizona","1426","12","52","316","2008/08","8","August","2008","288495","334","2223","7304"
"Louisiana","814","32","16","481","2008/08","8","August","2008","135770","2434","931","30746"
"Michigan","771","6","3","216","2008/08","8","August","2008","135555","1113","238","22164"
"Kansas","395","18","23","124","2008/08","8","August","2008","72262","2489","3066","8940"
"Utah","604","12","18","218","2008/08","8","August","2008","126436","1467","2627","23845"
"Virginia","1635","12","7","512","2008/08","8","August","2008","313907","1049","490","37285"
"Oregon","655","14","11","501","2008/08","8","August","2008","140211","1986","1425","134692"
"Connecticut","279","4","7","43","2008/08","8","August","2008","81840","341","1400","4330"
"District of Columbia","4","0","0","6","2008/08","8","August","2008","706","0","0","556"
"New Hampshire","198","4","3","5","2008/08","8","August","2008","38773","460","305","681"
"Massachusetts","504","16","20","96","2008/08","8","August","2008","131736","1678","2549","14929"
"West Virginia","238","0","0","136","2008/08","8","August","2008","37859","0","0","7283"
"South Carolina","1509","16","3","394","2008/08","8","August","2008","263539","1168","1242","37732"
"Vermont","138","18","6","5","2008/08","8","August","2008","24160","1725","544","505"
"Delaware","238","2","0","16","2008/08","8","August","2008","29087","244","0","1050"
"North Dakota","157","6","15","308","2008/08","8","August","2008","28625","625","2148","44963"
"California","2296","80","62","1194","2008/08","8","August","2008","577913","11543","8472","175618"
"Pennsylvania","1777","44","33","112","2008/08","8","August","2008","309357","4428","2689","14968"
"Florida","3232","52","136","2405","2008/08","8","August","2008","707077","7750","11016","263656"
"Kentucky","537","8","74","260","2008/08","8","August","2008","77766","433","4906","17632"
"Rhode Island","66","0","3","0","2008/08","8","August","2008","11656","0","335","0"
"Nebraska","438","30","0","24","2008/08","8","August","2008","68568","3458","0","1497"
"Missouri","546","68","95","549","2008/08","8","August","2008","103123","5084","7314","51203"
"Ohio","1394","70","72","425","2008/08","8","August","2008","301287","6596","3946","22197"
"Alabama","821","12","0","143","2008/08","8","August","2008","132424","1300","0","10928"
"South Dakota","199","8","8","157","2008/08","8","August","2008","29676","781","778","10804"
"Alaska","54","8","4","16","2008/08","8","August","2008","12554","1358","591","1821"
"Colorado","1305","4","0","430","2008/08","8","August","2008","305318","479","0","61293"
"Idaho","584","10","6","5","2008/08","8","August","2008","99792","802","676","631"
"New Jersey","751","28","14","322","2008/08","8","August","2008","157468","2952","1226","29923"
"Washington","1370","78","57","1051","2008/08","8","August","2008","289053","9941","7331","73443"
"North Carolina","3187","44","69","879","2008/08","8","August","2008","552446","4561","4134","68848"
"Maine","271","16","3","10","2008/08","8","August","2008","49213","1943","261","1144"
"New York","1329","82","159","817","2008/08","8","August","2008","324620","9058","13770","88114"
"Montana","221","8","4","33","2008/08","8","August","2008","32164","1324","652","3168"
"Nevada","614","14","4","1389","2008/08","8","August","2008","95351","1475","259","88142"
"Hawaii","184","2","4","165","2008/08","8","August","2008","54349","245","452","80725"
"Mississippi","438","28","0","206","2008/09","9","September","2008","61153","3027","0","12962"
"Oklahoma","636","14","10","21","2008/09","9","September","2008","102426","1397","625","1061"
"Minnesota","868","10","10","530","2008/09","9","September","2008","188163","1309","1393","62077"
"Illinois","1162","36","71","354","2008/09","9","September","2008","244073","4829","6960","27353"
"Georgia","1922","10","16","801","2008/09","9","September","2008","312654","817","1559","71524"
"Arkansas","414","40","27","78","2008/09","9","September","2008","59354","2784","1333","3849"
"New Mexico","342","2","7","38","2008/09","9","September","2008","62870","307","767","3114"
"Indiana","975","6","17","203","2008/09","9","September","2008","187108","578","1190","13281"
"Maryland","722","0","16","325","2008/09","9","September","2008","145909","0","1600","30007"
"Texas","5544","124","43","3487","2008/09","9","September","2008","905460","9711","3326","253650"
"Wyoming","176","0","17","35","2008/09","9","September","2008","39474","0","1292","1659"
"Tennessee","1403","68","51","560","2008/09","9","September","2008","237284","5011","2288","36768"
"Iowa","573","12","12","132","2008/09","9","September","2008","104130","1457","596","9326"
"Wisconsin","967","70","19","437","2008/09","9","September","2008","180414","8679","2061","29170"
"Arizona","1108","18","7","651","2008/09","9","September","2008","221912","589","1055","58622"
"Louisiana","735","52","367","329","2008/09","9","September","2008","115452","7643","69556","51257"
"Michigan","794","24","89","66","2008/09","9","September","2008","141473","2192","8680","4993"
"Kansas","502","6","8","206","2008/09","9","September","2008","87980","786","600","12814"
"Utah","553","14","50","259","2008/09","9","September","2008","125398","1388","5073","34107"
"Virginia","1422","10","12","267","2008/09","9","September","2008","265540","786","2573","26401"
"Oregon","631","28","15","250","2008/09","9","September","2008","145430","3466","1102","30934"
"Connecticut","296","8","0","136","2008/09","9","September","2008","80867","895","0","19530"
"District of Columbia","2","0","0","0","2008/09","9","September","2008","353","0","0","0"
"New Hampshire","203","6","16","125","2008/09","9","September","2008","43990","782","2037","12632"
"Massachusetts","506","24","21","149","2008/09","9","September","2008","123199","3235","2551","18187"
"West Virginia","179","0","0","29","2008/09","9","September","2008","27251","0","0","1557"
"South Carolina","1371","16","0","425","2008/09","9","September","2008","244458","1041","0","45424"
"Vermont","113","6","0","40","2008/09","9","September","2008","22987","674","0","2872"
"Delaware","239","4","4","42","2008/09","9","September","2008","30631","477","469","3106"
"North Dakota","194","40","0","127","2008/09","9","September","2008","35627","3908","0","9041"
"California","2261","126","52","1893","2008/09","9","September","2008","571182","24124","7083","302936"
"Pennsylvania","1576","20","13","211","2008/09","9","September","2008","296018","1806","1105","24237"
"Florida","2930","56","71","2188","2008/09","9","September","2008","639799","6118","10533","236918"
"Kentucky","508","10","33","138","2008/09","9","September","2008","76030","525","1287","7181"
"Rhode Island","70","8","6","5","2008/09","9","September","2008","21489","880","725","187"
"Nebraska","481","8","0","426","2008/09","9","September","2008","75151","747","0","24930"
"Missouri","511","118","65","218","2008/09","9","September","2008","99168","14352","4266","14834"
"Ohio","1417","8","90","499","2008/09","9","September","2008","271286","694","3418","36520"
"Alabama","821","22","4","78","2008/09","9","September","2008","124620","782","1127","4826"
"South Dakota","319","8","32","112","2008/09","9","September","2008","50249","982","1848","7794"
"Alaska","66","0","4","26","2008/09","9","September","2008","16793","0","2056","4700"
"Colorado","1097","14","23","318","2008/09","9","September","2008","275598","2908","3940","29143"
"Idaho","537","10","12","88","2008/09","9","September","2008","80340","999","702","6212"
"New Jersey","740","62","34","339","2008/09","9","September","2008","168622","6245","4666","29209"
"Washington","1433","68","93","680","2008/09","9","September","2008","278720","9447","11269","88278"
"North Carolina","3080","26","29","557","2008/09","9","September","2008","536632","2229","2606","39072"
"Maine","301","2","0","40","2008/09","9","September","2008","52054","281","0","3829"
"New York","1146","238","102","1623","2008/09","9","September","2008","239785","18538","8746","160992"
"Montana","190","12","19","8","2008/09","9","September","2008","30821","1766","2114","218"
"Nevada","569","0","15","554","2008/09","9","September","2008","90257","0","1305","39347"
"Hawaii","255","2","0","87","2008/09","9","September","2008","89616","282","0","13882"
"Mississippi","374","78","20","71","2008/10","10","October","2008","49784","4476","4747","3698"
"Oklahoma","534","4","13","15","2008/10","10","October","2008","92941","317","1183","844"
"Minnesota","749","2","19","157","2008/10","10","October","2008","150613","195","2091","18061"
"Illinois","1017","42","96","480","2008/10","10","October","2008","211468","5326","13262","50410"
"Georgia","1371","32","10","745","2008/10","10","October","2008","224632","2777","1164","79982"
"Arkansas","336","14","3","412","2008/10","10","October","2008","53206","1093","120","35637"
"New Mexico","337","0","14","41","2008/10","10","October","2008","63119","0","1872","3344"
"Indiana","929","20","14","281","2008/10","10","October","2008","167381","1900","1002","46848"
"Maryland","593","2","0","87","2008/10","10","October","2008","116333","400","0","5314"
"Texas","5151","76","67","3258","2008/10","10","October","2008","835460","6688","3763","279464"
"Wyoming","187","0","12","35","2008/10","10","October","2008","28605","0","1152","1305"
"Tennessee","970","8","20","195","2008/10","10","October","2008","148269","495","980","10854"
"Iowa","542","12","20","482","2008/10","10","October","2008","95846","1422","1458","45443"
"Wisconsin","1036","36","7","296","2008/10","10","October","2008","212531","4074","648","18444"
"Arizona","857","6","26","382","2008/10","10","October","2008","174039","1015","3202","44510"
"Louisiana","714","44","40","136","2008/10","10","October","2008","123894","3047","2481","10773"
"Michigan","920","8","7","271","2008/10","10","October","2008","160952","753","946","17824"
"Kansas","416","18","7","231","2008/10","10","October","2008","73407","1824","958","6483"
"Utah","548","34","11","422","2008/10","10","October","2008","110672","3842","1192","43421"
"Virginia","1789","8","4","439","2008/10","10","October","2008","264957","1223","248","22486"
"Oregon","470","10","8","275","2008/10","10","October","2008","104948","1597","657","25100"
"Connecticut","248","36","0","197","2008/10","10","October","2008","68979","3275","60","22375"
"District of Columbia","9","2","0","19","2008/10","10","October","2008","1588","172","0","1760"
"New Hampshire","186","6","0","52","2008/10","10","October","2008","41003","795","0","7148"
"Massachusetts","362","16","4","94","2008/10","10","October","2008","94722","1991","475","12493"
"West Virginia","171","2","24","17","2008/10","10","October","2008","30963","224","1700","408"
"South Carolina","1099","0","0","501","2008/10","10","October","2008","198844","0","0","30264"
"Vermont","70","0","0","0","2008/10","10","October","2008","13123","0","0","0"
"Delaware","170","2","0","51","2008/10","10","October","2008","22923","200","0","4231"
"North Dakota","195","12","0","95","2008/10","10","October","2008","35766","606","0","5808"
"California","2313","62","139","1262","2008/10","10","October","2008","614107","10017","14808","141267"
"Pennsylvania","1398","48","14","423","2008/10","10","October","2008","256895","5389","1428","38527"
"Florida","2727","32","62","813","2008/10","10","October","2008","633427","2939","6637","90491"
"Kentucky","468","12","99","217","2008/10","10","October","2008","80374","766","10171","12023"
"Rhode Island","79","0","0","26","2008/10","10","October","2008","22433","0","0","1747"
"Nebraska","463","16","0","59","2008/10","10","October","2008","73355","1531","0","19850"
"Missouri","436","42","147","210","2008/10","10","October","2008","92353","3357","9960","12874"
"Ohio","1384","8","110","613","2008/10","10","October","2008","247681","612","9598","36429"
"Alabama","684","0","0","634","2008/10","10","October","2008","103443","0","0","43229"
"South Dakota","186","18","28","49","2008/10","10","October","2008","27859","2323","2340","4356"
"Alaska","37","6","3","0","2008/10","10","October","2008","7994","1070","594","0"
"Colorado","812","40","14","1034","2008/10","10","October","2008","222501","9270","1941","85181"
"Idaho","351","6","8","19","2008/10","10","October","2008","58957","733","798","2464"
"New Jersey","740","46","39","347","2008/10","10","October","2008","156030","5260","6491","27613"
"Washington","1107","162","65","1275","2008/10","10","October","2008","243835","16728","8250","108922"
"North Carolina","2408","38","8","1097","2008/10","10","October","2008","462946","3143","578","86710"
"Maine","245","10","10","11","2008/10","10","October","2008","39608","1365","921","805"
"New York","1032","124","73","858","2008/10","10","October","2008","219144","12968","8201","69250"
"Montana","150","16","4","12","2008/10","10","October","2008","25682","2247","652","270"
"Nevada","437","0","4","576","2008/10","10","October","2008","69126","0","335","34171"
"Hawaii","76","2","4","97","2008/10","10","October","2008","40876","417","452","12985"
"Mississippi","263","12","4","284","2008/11","11","November","2008","42148","1466","509","15820"
"Oklahoma","381","42","0","22","2008/11","11","November","2008","61794","3658","0","1018"
"Minnesota","397","4","8","34","2008/11","11","November","2008","88647","383","1251","3627"
"Illinois","662","14","18","212","2008/11","11","November","2008","150929","2115","3125","16967"
"Georgia","811","6","3","44","2008/11","11","November","2008","140207","426","136","9808"
"Arkansas","212","4","19","33","2008/11","11","November","2008","32527","465","1651","2114"
"New Mexico","199","2","8","27","2008/11","11","November","2008","37711","165","893","2070"
"Indiana","635","22","18","232","2008/11","11","November","2008","116064","2045","2249","19684"
"Maryland","462","0","0","44","2008/11","11","November","2008","88456","0","0","4014"
"Texas","3416","46","24","1916","2008/11","11","November","2008","670134","4528","1633","140610"
"Wyoming","65","8","8","26","2008/11","11","November","2008","15943","901","838","970"
"Tennessee","526","12","32","252","2008/11","11","November","2008","86872","838","2209","18264"
"Iowa","304","6","0","228","2008/11","11","November","2008","54040","502","0","21988"
"Wisconsin","590","30","11","163","2008/11","11","November","2008","126877","4371","1496","12086"
"Arizona","602","6","113","278","2008/11","11","November","2008","117988","558","13325","21463"
"Louisiana","530","14","8","26","2008/11","11","November","2008","87736","956","515","1751"
"Michigan","502","4","0","26","2008/11","11","November","2008","86143","589","300","4745"
"Kansas","276","14","3","189","2008/11","11","November","2008","49509","1086","300","12708"
"Utah","501","10","15","219","2008/11","11","November","2008","89608","962","2035","16849"
"Virginia","873","10","11","120","2008/11","11","November","2008","170020","1270","1183","11906"
"Oregon","301","10","24","180","2008/11","11","November","2008","64729","1437","2751","13394"
"Connecticut","162","2","0","414","2008/11","11","November","2008","42634","175","0","74663"
"District of Columbia","1","0","0","0","2008/11","11","November","2008","176","0","0","0"
"New Hampshire","86","4","4","29","2008/11","11","November","2008","17794","518","480","4318"
"Massachusetts","344","18","3","64","2008/11","11","November","2008","86056","2075","350","6793"
"West Virginia","112","0","11","6","2008/11","11","November","2008","16947","0","783","296"
"South Carolina","878","10","8","63","2008/11","11","November","2008","147131","1155","228","7810"
"Vermont","33","0","0","5","2008/11","11","November","2008","4151","0","0","317"
"Delaware","122","2","4","15","2008/11","11","November","2008","15515","214","546","1290"
"North Dakota","99","0","0","51","2008/11","11","November","2008","15030","0","0","2618"
"California","1580","48","95","2331","2008/11","11","November","2008","364065","7218","9573","279719"
"Pennsylvania","908","18","21","213","2008/11","11","November","2008","171848","1695","2255","18171"
"Florida","1809","38","20","1185","2008/11","11","November","2008","386435","3122","2950","96365"
"Kentucky","310","10","7","203","2008/11","11","November","2008","45024","1500","396","12429"
"Rhode Island","56","2","0","0","2008/11","11","November","2008","11106","107","0","0"
"Nebraska","228","6","0","34","2008/11","11","November","2008","36726","596","0","2150"
"Missouri","319","14","35","350","2008/11","11","November","2008","56834","1138","2436","22447"
"Ohio","907","6","47","244","2008/11","11","November","2008","160459","907","3652","10378"
"Alabama","516","0","0","473","2008/11","11","November","2008","79378","0","0","35807"
"South Dakota","104","2","0","110","2008/11","11","November","2008","17005","338","0","7997"
"Alaska","20","4","4","12","2008/11","11","November","2008","5025","823","591","1366"
"Colorado","468","2","3","278","2008/11","11","November","2008","165967","120","1839","47586"
"Idaho","226","8","23","0","2008/11","11","November","2008","44067","785","1902","0"
"New Jersey","492","20","20","294","2008/11","11","November","2008","110250","3346","2098","31218"
"Washington","674","30","22","360","2008/11","11","November","2008","139131","3534","2153","36255"
"North Carolina","1633","50","59","505","2008/11","11","November","2008","265785","4096","3981","37977"
"Maine","186","4","0","23","2008/11","11","November","2008","34068","550","0","1029"
"New York","661","14","69","749","2008/11","11","November","2008","159430","1541","4763","51770"
"Montana","92","2","0","5","2008/11","11","November","2008","11902","320","0","274"
"Nevada","244","2","18","82","2008/11","11","November","2008","37688","132","1557","6714"
"Hawaii","88","4","4","323","2008/11","11","November","2008","35179","570","452","28308"
"Mississippi","262","40","9","41","2008/12","12","December","2008","32522","2828","827","2011"
"Oklahoma","444","30","0","121","2008/12","12","December","2008","68026","2181","0","2737"
"Minnesota","319","2","6","208","2008/12","12","December","2008","75095","185","687","22049"
"Illinois","389","10","10","640","2008/12","12","December","2008","85838","1210","1850","120593"
"Georgia","828","14","7","199","2008/12","12","December","2008","138354","1019","493","17021"
