New Orleans,Robert Pitkin,"New Orleans, LA",LA,Jefferson,David Resolve Godwin,"Jefferson, LA",LA,41.0,M,Robert/ Bob,Griff,12/8/1856,1,0,1,0.005776137,Cash and Credit,0.0715586,500.0,1
New Orleans,Augustus Block,"New Orleans, LA",LA,New Orleans,Mary Ann Smucker,"New Orleans, LA",LA,38.0,F,Betty,Griff,12/13/1856,1,7,8,0.00583485,Cash and Credit,0.07230948,5500.0,1
Jackson,Henry H. Carter,"Jackson, LA",LA,Montgomery,John G. Johnson,"Montgomery, AL",AL,21.0,M,Nat,Negro,12/12/1856,1,0,1,0.00602698,Cash,0.07477,1275.0,1
Jackson,Henry H. Carter,"Jackson, LA",LA,Montgomery,John G. Johnson,"Montgomery, AL",AL,20.0,F,Mary,Negro,12/12/1856,1,0,1,0.00602698,Cash,0.07477,1075.0,1
New Orleans,Andrew & Lierau Unknown,"New Orleans, LA",LA,New Orleans,John Jackson,"New Orleans, LA",LA,26.0,F,Elizabeth,Griff,12/15/1856,1,0,1,0.00602698,Cash,0.07477,1200.0,1
New Orleans,Jose Martinez,"New Orleans, LA",LA,New Orleans,Mary Regan,"New Orleans, LA",LA,15.0,M,John,Negro,12/15/1856,1,0,1,0.00602698,Cash,0.07477,860.0,1
New Orleans,Elizabeth Leticia Robinson,"New Orleans, LA",LA,New Orleans,Pierre Amedee de Buys,"New Orleans, LA",LA,37.0,F,Jane,Griff,12/16/1856,1,0,1,0.00602698,Cash,0.07477,650.0,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Grand Gulf,Robert C. Hume,"Grand Gulf, MS",MS,26.0,M,Puis,Dark Griff,12/10/1856,1,0,1,0.00602698,Cash,0.07477,1200.0,1
New Orleans,Mary Anna Parent,"New Orleans, LA",LA,New Orleans,Jacques Calonjat,"New Orleans, LA",LA,41.0,F,Henriette,Negro,12/17/1856,1,2,3,0.00583485,Cash and Credit,0.07230948,1250.0,1
New Orleans,Betty Whitehead Cunningham,"New Orleans, LA",LA,New Orleans,John J. Green,"New Orleans, LA",LA,17.0,F,Anna,Griff,12/15/1856,1,0,1,0.00602698,Cash,0.07477,1250.0,1
New Orleans,William Henry Crafts,"New Orleans, LA",LA,New Orleans,Celeste Dapremont,"New Orleans, LA",LA,13.0,F,Oneida,Griff,12/17/1856,1,0,1,0.00602698,Cash,0.07477,600.0,1
New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,New Orleans,Pablo Gelpi,"New Orleans, LA",LA,11.0,F,Dinah,Negro,12/17/1856,1,0,1,0.00602698,Cash,0.07477,675.0,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,St. Tammany,Samuel P. Russ,"St. Tammany, LA",LA,38.0,F,Minerva,Light Black,12/19/1856,1,0,1,0.00602698,Cash,0.07477,400.0,1
West Baton Rouge,James Richard Duvall,"West Baton Rouge, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,24.0,M,Hiram,Griff,12/19/1856,2,0,2,0.00587886,Credit,0.07287264,1450.0,2
New Orleans,Warren Shelton,"New Orleans, LA",LA,New Orleans,Daniel Pierre Pautz,"New Orleans, LA",LA,30.0,M,Edmond,Negro,12/12/1856,7,0,7,0.006901355,Credit,0.0860332,11000.0,1
