"Year","Data.Meat.Beef","Data.Meat.Lamb","Data.Meat.Pork","Data.Meat.Average","Data.Fuel.Coal","Data.Fuel.Natural gas","Data.Fuel.Petroleum","Data.Fuel.Average","Data.Grain.Corn","Data.Grain.Rice","Data.Grain.Rye","Data.Grain.Wheat","Data.Grain.Average","Data.Metal.Aluminum","Data.Metal.Chromium","Data.Metal.Copper","Data.Metal.Lead","Data.Metal.Manganese","Data.Metal.Nickel","Data.Metal.Steel","Data.Metal.Tin","Data.Metal.Zinc","Data.Metal.Iron ore","Data.Metal.Gold","Data.Metal.Platinum","Data.Metal.Silver","Data.Metal.Average","Data.Plant extract.Cocoa","Data.Plant extract.Coffee","Data.Plant extract.Cotton","Data.Plant extract.Cottonseed","Data.Plant extract.Palm oil","Data.Plant extract.Rubber","Data.Plant extract.Sugar","Data.Plant extract.Tea","Data.Plant extract.Tobacco","Data.Plant extract.Average"
"1970","365.6845906","144.6966198","55.50604099","188.62908379666666","126.4375686","49.41870959","121.9801381","99.27880542999999","75.96919729","40.48637252","41.41356833","46.72360407","51.148185552499996","18.39413109","47.90348683","74.69125824","74.91118841","61.13657738","54.10916581","90.86041796","122.1206947","64.4669823","92.74930429","40.73855609","147.2315153","52.87957241","72.47637313923077","40.60104705","116.2673981","68.33921739","81.66305622","60.50024816","7.204607705","28.88417278","54.79220132","112.7860446","63.448665925"
"1971","361.7830924","133.3787606","44.29310771","179.81832023666664","137.1962037","50.1685978","123.5965577","103.6537864","71.66667548","35.37898018","36.0565465","45.52946977","47.157917982499995","17.82037578","67.45777057","63.83047874","63.45553365","63.24489988","53.52258702","98.47212022","112.4748577","64.76547067","93.20104834","50.01335178","131.0853285","43.22648576","70.96694681615386","31.02649482","96.43032393","75.88063792","78.71228049","58.20598814","5.641726802","33.3701888","53.52403358","104.7867362","59.73093452022221"
"1972","385.172843","173.0767609","62.50890127","206.91950172333335","144.9101955","51.26014608","121.1009711","105.75710422666667","66.88305382","39.39186161","37.30908553","51.04378863","48.6569473975","15.70323291","68.42379246","60.81344606","66.89694021","72.96979185","54.63799283","86.13756614","115.4573567","76.44155551","100.1489616","79.94244193","131.0990753","59.31176896","75.99876326615384","35.95034703","104.4207117","77.55792988","66.39970337","46.91021884","5.44835677","52.24173306","47.64000511","104.4469181","60.11288042888888"
"1973","492.6341013","212.2234065","89.64361875","264.83370885","152.7429582","55.8820869","148.9769285","119.20065786666667","106.1680133","73.37143738","69.81492583","105.7651667","88.7798858025","14.00070808","68.99967861","66.58799762","68.26449104","77.02280983","56.10348706","95.31709157","139.3604963","160.2099795","99.74582964","120.7587586","147.7616833","88.65273785","92.52198069230771","59.44338354","121.6914352","122.7843992","118.9694736","76.74953743","10.48287988","64.0085132","45.19828495","103.3181814","80.29400982222222"
"1974","349.2756333","195.7026145","69.86840011","204.94888263666667","252.985147","68.6644333","365.3878546","229.01247830000003","142.4331733","120.7089288","82.67025649","109.4392368","113.8128988475","17.20755773","94.58674814","78.12279836","85.07388746","113.8599121","57.60389215","110.4857261","218.7122674","212.364368","108.8371411","135.4270266","161.8347998","111.8154255","115.8408884953846","73.9272361","115.8870273","116.0614014","143.8500379","122.5564298","10.47111668","181.0739026","56.51231418","122.3178197","104.73969840666666"
"1975","268.4151549","186.110848","88.81111858","181.11237382666664","286.5204012","92.27187084","345.6209392","241.47107041333334","112.7032912","74.17421848","71.21863257","74.79922278","83.2238412575","18.40165241","158.4781628","59.33551282","74.48793026","137.8684909","62.67459138","107.3345916","171.8458924","117.2477957","124.811103","95.83574451","136.17156","95.30954772","104.60019811538463","54.0661784","105.4913328","89.1451157","90.66510064","72.86859645","7.159854288","114.289677","54.06894604","139.2879088","80.78252334644444"
"1976","302.360858","186.5175538","73.19390598","187.35743925999998","275.302031","115.0091071","343.436664","244.58260069999997","100.0363097","49.06940208","70.48004448","62.89733016","70.620771605","19.41085469","128.406468","60.76746613","75.56908193","151.9772439","64.46083597","100.5142168","181.6158387","105.9207454","137.4825311","94.56208611","127.6367844","95.90065566","103.40190836846152","83.93590533","217.6461811","120.4543061","85.72899576","64.51579691","9.338802421","61.0480537","53.13726124","156.3529641","94.68425185122221"
"1977","270.6614502","190.2771252","65.8028507","175.58047536666666","264.8054201","147.164991","347.8557542","253.27538843333332","77.88315309","49.42440401","55.22168005","49.43689061","57.99153194","21.06931068","119.4322012","54.59095647","94.3500884","155.66352","61.04603201","105.7726776","240.1464055","82.34099671","142.8736919","113.8019715","119.4169162","97.53422509","108.31069178923077","146.0882367","335.8690379","105.456931","56.67489862","79.02027712","9.237658232","40.27116755","82.18782268","151.4002997","111.80070327799999"
"1978","357.0211346","228.1424895","71.84028206","219.00130205333335","270.5891856","157.5369013","322.7989531","250.3083466666667","76.34017765","62.13105788","49.57457058","57.22132183","61.316781985","20.26713239","102.5211372","50.50072722","96.10632109","155.1207407","51.05795768","108.6065129","262.828611","77.02873212","147.1145126","147.8991923","156.8844052","114.2150405","114.62700176153847","121.9029015","216.786169","96.68643042","84.54744345","83.17602114","10.38599858","36.03900066","55.08105602","141.5784015","94.02038025222222"
"1979","432.764676","221.55963","55.50048844","236.60826481333334","293.3454691","183.5889699","433.6743335","303.5362575","77.95318208","50.66109888","46.1207941","64.59328117","59.8320890575","20.37520305","117.375342","63.91650959","135.1416414","154.1577877","59.75471958","97.60668004","267.2075382","86.42088497","147.011103","290.2545956","209.2371719","377.2326676","155.82244958692309","106.0047457","207.6452027","92.33917148","77.85281737","81.41349752","11.95236884","40.02835786","52.87122647","131.5261665","89.07039493777776"
"1980","364.8322413","237.0309366","47.69444524","216.51920771333334","276.0129438","217.9199736","602.3295826","365.42083333333335","79.67588523","57.88770137","52.06775088","60.26115503","62.4731231275","20.97142893","112.5732667","62.48197106","95.9355861","150.899466","55.96261228","99.42412001","279.6044659","78.19500172","145.0620632","248.4122865","229.8683948","249.968941","140.71996955384614","73.83241708","165.7147615","98.23224327","70.35559517","64.02479301","11.88422079","104.5859429","51.33645046","112.4747801","83.60457825333333"
"1981","296.3238207","204.2457223","51.70809302","184.09254534000002","270.1195513","245.8553708","587.8521133","367.9423451333334","72.10863391","58.39048791","53.60443745","47.56905778","57.9181542625","20.80515404","113.1781119","46.30911138","74.85276762","139.4295239","48.58462554","94.24559059","216.3260902","78.74424266","142.8501232","162.3667151","225.4501576","116.4857515","113.81753578692309","53.42873082","124.2436375","80.7608115","45.52869499","56.71028009","8.486438118","56.1188058","41.20917397","103.9507947","63.3819297208889"
"1982","269.6581817","167.0355643","71.46117214","169.38497271333335","259.6979201","287.8256503","505.20613","350.90990013333334","52.57322637","33.43088239","40.40830257","38.77503819","41.29686238","19.60427623","102.1265729","37.97136283","46.08851803","161.759668","36.88497409","90.27271264","184.4633729","65.33518386","138.9121376","175.6813125","212.4371278","137.8015096","108.41067146","42.01836802","126.0105139","64.96368514","40.88190955","41.67738831","6.108193418","26.24190736","40.76163028","108.1719765","55.20395249755555"
"1983","266.7610187","131.4778938","55.91774921","151.38555390333335","243.4756199","293.6041072","446.2756476","327.7851249","67.19791695","30.56406356","35.39868055","40.48171414","43.4105938","19.41986346","94.71564831","39.29091435","37.97000765","128.148515","34.69678715","102.7931602","176.2257818","64.97242313","161.0193967","151.8870394","205.8251288","115.0356674","102.46156410384614","49.72352277","115.11723","73.05426094","79.21896127","45.49180014","7.342958209","25.57351251","53.66451053","108.5898507","61.975178563222215"
"1984","238.2449529","125.3876742","52.13047567","138.58770092333333","229.7980065","289.0598613","413.7567033","310.8715237","62.82137683","26.69732066","27.99137048","39.11513156","39.1562998825","19.41542812","101.2883267","32.30577182","42.89548312","136.423152","33.97305101","107.4439709","163.4582254","75.11138947","133.019065","121.6576962","197.3068608","80.93186706","95.78694519999999","53.87439891","120.8680078","67.42278903","47.34556392","63.38684811","6.334445564","15.05458863","67.25221095","109.1810413","61.19109935711112"
"1985","218.0083619","116.2609375","50.02179368","128.09703102666666","222.9826907","263.3802169","379.9130384","288.75864866666666","49.39893094","22.21941458","30.65282075","34.29437355","34.141384955","18.74779723","103.0738848","30.63770972","30.91511855","128.5445102","34.24907063","113.2408968","149.8134265","61.63048867","124.2600649","125.4834257","119.6278523","68.73927211","85.30488600846154","48.94868381","118.2539367","48.08582016","28.29053846","42.03882727","4.845961124","11.34217224","41.44043622","98.82386047","49.118915161555556"
"1986","207.8707708","133.2333448","53.9729957","131.69237043333334","205.1159862","199.8540146","193.7523851","199.57412863333332","37.02018253","19.63171962","22.08830514","30.69318203","27.35834733","20.92310355","90.18508863","29.63076425","32.24666712","120.0907473","26.19708029","111.1744571","90.98860825","58.23545655","108.0866594","153.224694","183.9608544","61.47911598","83.57102283230769","44.11558483","154.2506865","37.82570093","34.66231112","21.18893101","5.057473281","16.6001163","38.59360098","98.77983743","50.11936026455556"
"1987","228.7139487","129.089739","49.87256866","135.89208545333335","193.4334385","165.9815595","246.14889","201.8546293333333","30.15275395","20.75545504","23.31288128","30.06909297","26.07254581","16.34651262","84.19454225","37.01522672","45.84252817","121.7635647","31.52816901","76.19455866","80.55932878","59.47057969","90.25471981","157.7916428","211.371727","75.08286602","83.6473820176923","41.01159805","86.84512289","56.95260511","35.37114224","27.25049384","5.956908054","17.88684426","37.04713955","98.3969789","45.19098143266667"
"1988","231.6981539","138.1960856","31.38325348","133.75916432666668","182.2561696","161.2960236","199.0311391","180.86111076666668","42.57045011","25.77145038","34.6100698","34.88008134","34.4580129075","25.58676113","129.0152156","51.8800644","48.37201271","144.5053653","86.32290786","73.72298032","81.8471088","88.75116242","82.86253844","129.2329803","193.5373403","64.85801947","92.34572746538463","31.29302802","100.9968909","46.42775272","46.11123409","33.39248759","6.883869419","25.90604703","33.99775957","84.93241591","45.54905391655556"
"1989","225.6126477","126.9347229","24.68510541","125.74415867","172.2438345","153.8816096","231.9279486","186.01779756666667","41.68593565","26.58211651","26.99182281","36.42405119","32.92098154","18.6691375","145.3571429","54.18868458","47.34419254","171.9659934","79.37096774","79.91584853","94.50431232","127.5277035","87.43376802","121.715085","176.9576478","56.15295201","97.00795660307693","23.38161167","75.82383628","52.9922885","46.74108008","25.53580461","5.375546426","31.02876589","37.50876806","104.0007033","44.70982275733334"
"1990","213.5618707","137.8401101","36.83331693","129.41176591","163.5931171","147.7209948","278.8305973","196.7149030666667","39.84066255","22.77252762","25.98109061","27.60665639","29.050234292499997","14.87971738","99.20319161","48.03738689","54.12776636","184.923942","50.16373374","79.02987734","63.93214522","106.6459255","81.89161471","111.9353235","155.0384973","39.09801921","83.76208775076924","22.64119975","59.42843473","54.62751833","43.22707694","20.03246233","4.546726631","28.87630255","40.12300783","105.6660435","42.12986362122222"
"1991","212.9431409","116.0700243","31.28664924","120.09993814666666","157.330325","135.9528892","227.7730681","173.68542743333333","37.4885371","23.70989314","26.24413435","26.97117626","28.603435212500003","11.34468209","96.05097546","40.50840189","35.73795394","208.1845192","44.33480176","76.46956887","56.40670562","76.05085662","76.55012966","101.1251945","117.9564581","36.05271387","75.13638166000001","20.49862257","54.17144261","48.33728199","25.21073323","22.49101568","4.166751335","19.7896799","31.32628259","104.623878","36.73507643388889"
"1992","190.515273","128.1566811","19.27553489","112.64916299666667","148.7879326","140.0274816","215.2954459","168.03695336666667","34.84624961","20.97918777","27.5616977","29.00107443","28.0970523775","10.60802348","90.96476937","38.35515289","33.63676803","163.8421039","36.92088382","62.99154872","59.7105366","83.50833181","70.60978754","99.06236239","111.8049636","33.2174001","68.86404863461537","18.30950388","39.63422025","35.7598473","37.49208146","25.34390567","4.220432523","19.40581944","29.1431961","99.80998397","34.346554510333334"
"1993","197.2590415","136.4380781","21.37788698","118.35833552666668","141.0647988","159.3984233","188.1648583","162.8760268","33.72299106","18.05470615","28.67206763","26.09137292","26.63528444","9.353267611","69.30869995","31.23163513","24.53328022","147.1095131","27.09065744","64.51958993","49.04317297","62.08486434","61.84554222","103.5016369","112.873586","43.18800461","61.975650032384614","18.05796666","42.52372992","34.77387822","40.10999259","23.6223502","3.953653174","20.86039597","28.48328087","75.94104516","32.03625475155555"
"1994","171.415375","136.1410361","18.22414331","108.59351813666666","135.070847","140.9435564","172.7875777","149.6006603666667","34.08037209","19.99380564","29.60071759","26.98661558","27.665377725","11.82385318","68.06872952","36.7287683","32.24370988","142.7254819","31.65721997","64.64866179","50.62363989","63.02454702","58.89912999","102.1808985","118.8769865","40.42299778","63.22497109384615","22.00591984","87.90006075","46.68412429","33.52165373","32.21920211","5.220719783","24.57441566","25.66292207","72.57052271","38.92883788255555"
"1995","136.2644543","116.625074","19.72817412","90.87256747333333","130.7346444","114.8334551","177.5317574","141.03328563333335","38.46351019","23.147459","30.91716829","33.83003455","31.589543007499998","14.05846085","115.4082302","45.44033873","36.11762067","138.1004475","39.96194226","62.86700575","55.98546272","63.13472405","62.95806109","100.767807","119.7602142","42.43292505","68.99948000538463","21.95834515","86.11549634","54.80078571","35.15452107","37.2506631","7.125263269","26.20647669","24.89637023","70.61807715","40.458444301"
"1996","123.9039731","142.3963184","28.2228215","98.17437100000001","125.047519","156.1559336","202.9359865","161.37981303333333","50.69707716","23.69342727","38.31470265","33.22091809","36.481531292499994","11.38661202","86.52872621","34.5035188","43.04874139","145.5605352","35.37284895","61.06393676","53.95321488","61.35123511","63.80158117","88.38287457","108.6750605","37.86932779","63.96140102692308","21.67314017","67.62809534","44.35963578","40.04425647","30.57664937","6.104946696","22.91545707","26.97466671","79.28166057","37.728723130666665"
"1997","125.8871727","143.3779362","21.73475822","96.99995570666665","119.6686728","163.2054469","186.5028294","156.45898303333334","35.23268678","20.72328147","37.96146026","24.22630236","29.535932717500003","11.82366238","92.376502","33.46369893","33.92371063","139.0118807","31.95140187","62.21435344","48.30906816","76.18862172","64.52866706","73.54855086","106.4593306","46.52926811","63.10220895846153","23.56204359","102.2740655","42.73496919","34.59419922","30.73063221","4.356962657","21.30295867","32.71483706","89.58209359","42.428084631888886"
"1998","115.2864777","114.4233795","13.39960935","81.03648885","118.9331683","135.7657327","131.523779","128.74089333333333","28.52502841","20.60473602","24.81980824","18.58730266","23.134218832500004","9.881749055","81.06113059","23.93832328","28.29099192","127.3952123","21.0196319","58.15836604","46.6717432","58.3229814","66.30152722","70.35885514","98.70502992","42.76382262","56.37456650653846","24.02693713","72.03431461","34.78689099","39.14327498","37.20277421","3.042364301","16.46338757","31.99341054","83.32698613","38.00226005122223"
"1999","120.4880479","106.2396007","12.76175129","79.82979996333334","111.9182693","148.4194503","173.614941","144.65088686666667","24.37017672","16.4331447","22.13795698","15.12453347","19.5164529675","9.69399782","61.85967244","22.27130642","26.31700177","112.8319297","26.69507803","49.5978497","44.53578084","60.56333691","55.72067125","66.15066927","98.07204605","39.34399686","51.81948746615384","15.92042651","54.14894805","27.58863735","23.68009767","23.64819348","2.592569171","11.30680043","28.13634745","74.31883332","29.03787260344444"
"2000","122.1826354","103.1187383","16.48445044","80.59527471333332","109.3197917","241.2883605","256.0258592","202.21133713333333","22.71141095","13.00765433","24.53165678","14.57596292","18.706671245","10.67452428","64.23739008","24.84318472","22.99532988","118.7525839","37.12891986","58.33782048","43.34359434","61.3091033","51.89710134","64.02925065","136.5836038","36.11387491","56.17279088769231","12.28875415","43.90475939","29.67894137","28.84964624","16.28040186","2.670114155","14.28730509","27.76651862","70.36591001","27.343594542777776"
"2001","130.9291214","111.4975403","16.60871679","86.34512616333335","111.6208937","255.013476","212.4336369","193.02266886666666","22.53805281","10.72354877","26.23820682","15.60648692","18.77657383","9.67228117","70.0931677","21.02302059","23.45350484","104.9519087","24.86166008","41.51617831","34.7691728","46.87940058","47.91859389","60.4576131","129.145362","30.99789127","49.672288848461534","14.09819379","30.53569451","23.4486816","25.43880106","14.57563498","2.126063569","14.66481629","22.99980983","69.07194214","24.10662641877778"
"2002","127.4062795","124.5244116","12.57791706","88.16953605333333","115.1264727","185.1452411","211.121339","170.46435093333332","25.01785792","11.72543408","29.98427825","18.51230488","21.3099687825","8.903583381","63.8650134","20.44920719","21.95011806","91.99049893","27.84769316","46.56027552","30.99254816","40.53377089","49.86836659","68.01242794","129.5600781","32.11654795","48.66539455930769","23.08759367","29.69902842","22.23614217","27.88557017","19.60190256","3.052669891","11.51222791","21.33637026","62.10967399","24.502353226777775"
"2003","117.1655816","143.1393371","13.89540936","91.40010935333333","113.2389786","299.4495742","245.7718536","219.48680213333333","25.64381198","11.92046675","25.87238566","18.31211683","20.437195305","9.230015536","72.85256887","22.8099107","24.4169994","114.3831968","38.72934783","59.09504218","36.52874977","42.1269841","58.35800185","78.01522532","162.4291164","33.28721484","57.86633643046154","22.23056692","30.29533734","29.84386127","33.08762976","21.76794337","3.987595429","11.58761006","21.0083881","58.54909638","25.817558736555558"
"2004","144.8425245","165.0987017","17.99815023","109.31312547666666","126.1061304","326.3490747","319.0800069","257.178404","27.29313652","14.30779164","27.69558818","18.45752803","21.9385110925","10.77606157","106.189972","35.78957885","40.93988802","202.743888","54.06034939","90.33173422","61.87879177","51.94111975","67.47958506","85.68235125","193.460771","44.36238555","80.43357511","19.1677","36.98594511","28.37596438","26.81481771","22.54668382","4.667605272","11.40864603","22.74315705","59.05872666","25.752138447999997"
"2005","145.9163817","154.1181519","16.59408853","105.54287404333333","146.8792286","423.7633881","420.3162967","330.3196378","21.50000294","16.20531945","27.45354146","16.8025158","20.4903449125","11.53329115","112.385707","44.43667439","43.61000239","128.0946469","55.69892473","110.1200355","51.88570529","66.17813047","77.68343302","89.95806766","198.5345608","47.05920616","79.78295272769232","18.39926788","51.06340648","24.45665816","25.18793698","19.52910939","5.187236064","15.22142898","21.49513185","58.15393593","26.521567968222225"
"2006","137.5919434","135.7603044","15.16987683","96.17404154333333","152.0329733","357.8755523","476.4947706","328.8010987333333","24.05142734","16.55549037","26.75680385","19.52323567","21.721739307500002","15.12569423","101.6634779","78.65854329","55.80564055","139.4288643","88.82936508","101.0641116","59.80608479","151.6753704","92.43752111","118.2480888","244.9640291","71.93832672","101.51116291307693","18.44754368","49.27099446","24.65776935","28.50788164","21.44102342","7.053910494","22.04978156","23.66795518","59.96249094","28.33992785822222"
"2007","136.708896","134.7395737","14.70189027","95.38345332333334","153.3881737","340.3444116","507.0193077","333.5839643333333","33.79663963","17.62873187","39.25918781","27.13167884","29.4540595375","15.09771097","140.912442","80.98752625","108.5445593","201.6587625","132.7674351","90.07739855","96.26960629","146.7334091","99.23386195","132.4895169","271.6982567","81.08476326","122.88886529769232","21.99729508","51.73622625","26.40952154","36.41011674","34.00456009","7.597305523","14.61553757","25.02901875","65.09374526","31.432591867000003"
"2008","158.7151974","144.4189122","14.3770574","105.83705566666667","186.0584486","417.9612241","672.6981094","425.57259403333336","45.6631257","35.76266585","47.69355854","36.38041232","41.374940602500004","14.17912232","235.6230509","76.21445431","84.70580428","388.4062036","72.52206224","139.321079","118.0502248","81.95843217","120.1802532","159.9884764","315.9656441","87.45425132","145.73608143384615","27.96421767","56.37039588","28.69163899","51.3517555","39.81061263","8.586927961","17.87566075","28.65390719","67.86243896","36.351950614555555"
"2009","133.8227596","135.1767923","12.44804553","93.81586581","201.4325974","193.1432295","418.1807203","270.91884906666667","35.5314687","30.20902527","37.33578801","24.12708597","31.8008419875","9.207674528","137.5384544","56.62463554","69.90506384","224.3703789","50.35890743","108.1584787","86.87604266","72.36749969","150.47494","179.0401825","242.5174959","85.91498521","113.33497994599999","31.45679078","58.2138679","25.28290395","35.41520741","28.7602671","6.131570435","25.43487992","32.36148775","80.37054308","35.936390925000005"
"2010","167.3663089","165.2699008","16.3462918","116.3275005","230.3666485","231.9656654","529.5535827","330.6286322","36.34175622","26.25089141","37.47819412","22.93143494","30.7505691725","11.82491543","176.646991","81.51245766","85.94538763","241.695454","73.97963863","111.4411888","128.49202","92.75023302","160.2771831","221.8347565","318.9947265","116.3241627","140.13223961307693","33.56580386","78.02552566","41.09820119","34.39681104","37.32973594","11.32928454","29.36061817","33.7200024","80.90337329","42.192150676666664"
"2011","195.6820114","199.9018226","18.95746208","138.1804320266667","259.3017186","198.2677626","614.5093909","357.3596240333333","56.19149841","26.97098898","56.05078631","32.30304952","42.879080805","12.65140679","167.9509224","92.23191717","93.14568103","263.1946268","75.33116891","119.5121084","159.4195567","91.377422","177.6878669","275.9874865","330.9329509","196.1224557","158.1188900153846","30.95085646","104.6339868","58.07687174","62.57554193","45.20985659","14.68044709","34.75840285","33.09217533","81.17682537","51.68388490666667"
"2012","196.4715823","179.9151064","17.26645082","131.21771317333335","208.3216091","130.5669497","596.3417688","311.74344253333334","60.99773075","27.79116463","54.27865468","32.32941921","43.8492423175","10.43738174","171.0022441","81.6466238","78.34687088","214.557304","56.51350579","111.6090221","126.2742893","79.51544426","133.3551923","286.2741228","292.1474359","170.4316699","139.39316206692305","24.33900012","70.5194468","33.62745561","56.21683269","39.33167436","10.04","28.21606545","32.16940081","76.29290773","41.19475373"
"2013","190.3474175","164.4867984","17.78241249","124.20554279666668","206.3569693","167.0765705","611.1512786","328.19493946666665","55.4101712","24.48127049","55.77636783","30.63572898","41.575884625","9.398564461","146.2211864","74.43579227","80.18255735","175.3557928","47.70509915","102.9579309","131.5094659","76.73808826","138.3637423","238.4818279","275.8462671","128.2532905","125.03458502238462","24.44954284","51.98491983","33.5610251","61.27054508","33.22676595","8.75","22.83","31.3","80.17","38.61586653333333"
"2014","229.4920887","184.54","20.96","144.9973629","185.4454826","236.18","576.83","332.81849420000003","36.75","19.97","53.55846965","26.37","34.1621174125","9.4","156.48","68.35","77.87","168.32","53.22","100.762635","128.18","86.16","98.25","212.4","255.14","102.07","116.66174115384615","30.47","74.14","30.18","44.18","31.61","6.1","21.79","29.53","86.6","39.400000000000006"
"2015","203.6673656","149.6822626","13.74763609","122.36575476333333","157.770794","122.7174656","299.7631744","193.41714466666667","32.904916","17.67001995","51.52193848","22.00942719","31.026575405","8.343980484","131.5444262","54.62","65.9","134.054465","37.09862256","94.55008038","93.37197823","76.46185461","55.60583799","193.1561911","192.5805362","83.27980694","93.88982920723078","30.96712084","58.71566875","25.84367952","46.15014902","23.78955658","4.817820503","17.08719034","29.17459997","84.78156877","35.70303936588889"
